Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Cash & Equivalents,46.62,66.09,135.83,107.28,330.99,149.38,149.54,332.5,392.5,217.19,Upgrade
Cash & Cash Equivalents,46.62,66.09,135.83,107.28,330.99,149.38,149.54,332.5,392.5,217.19,Upgrade
Cash Growth,-29.45%,-51.34%,26.61%,-67.59%,121.58%,-0.11%,-55.03%,-15.29%,80.71%,1.55%,Upgrade
Receivables,452.12,655.92,660.58,696.62,95.04,72.49,510.1,448.57,588.87,644.18,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,77.72,81.92,87.34,90.61,Upgrade
Total Assets,"1,846.87","2,322.61","2,948.46","3,568.2","5,287.46","6,644.19","6,252.3","5,703.58","5,164.09","4,713.38",Upgrade
Deferred Revenue,67.08,100.13,144.27,220.27,"1,200.42","1,230.88","1,475.51","1,354.57","1,207.76","1,034.75",Upgrade
Total Liabilities,"1,562.29","1,938.35","2,420.64","3,060.48","4,732.54","5,411.56","4,891.15","4,354.48","3,922.93","3,589.08",Upgrade
Total Debt,255.57,255.35,255.13,254.91,254.69,254.48,351.41,349.93,360,486.38,Upgrade
Debt Growth,0.09%,0.09%,0.09%,0.08%,0.08%,-27.58%,0.42%,-2.80%,-25.98%,45.70%,Upgrade
Common Stock,768.68,894.77,"1,119.8","1,185.68","1,183.78","1,183.35","1,060.14","1,055.4",890.32,886.46,Upgrade
Retained Earnings,-442.86,-498.3,-615.84,-695.79,-563.89,35.47,285.66,316.18,255.08,211.6,Upgrade
Comprehensive Income,-41.23,-12.22,23.86,17.84,-65.62,13.35,15,-23.77,95.29,25.78,Upgrade
Shareholders' Equity,284.58,384.26,527.82,507.72,554.28,"1,232.17","1,360.8","1,347.82","1,240.69","1,123.84",Upgrade
Total Liabilities and Equity,"1,846.87","2,322.61","2,948.46","3,568.2","5,286.82","6,643.74","6,251.94","5,702.3","5,163.62","4,712.93",Upgrade
Net Cash / Debt,-208.95,-189.26,-119.3,-147.63,76.3,-105.11,-201.87,-17.43,32.5,-269.19,Upgrade
Net Cash Per Share,-2.40,-2.20,-1.41,-1.78,0.92,-1.23,-2.57,-0.20,0.44,-3.52,Upgrade
Book Value Per Share,3.27,4.46,6.26,6.11,6.67,14.38,17.55,18.34,17.03,15.50,Upgrade
