Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Cash & Equivalents,183.43,380.58,184.91,46.94,46.69,87.54,62.65,68.2,45.57,49.92,Upgrade
Cash & Cash Equivalents,183.43,380.58,184.91,46.94,46.69,87.54,62.65,68.2,45.57,49.92,Upgrade
Cash Growth,-51.80%,105.82%,293.91%,0.55%,-46.67%,39.73%,-8.14%,49.64%,-8.70%,11.73%,Upgrade
"Property, Plant & Equipment",18.1,16.42,14.02,14.63,14.29,11.35,11.77,12.23,11.64,12.52,Upgrade
Goodwill and Intangibles,5.5,5.5,0,0,0,0,0,0,0,0,Upgrade
Total Assets,"1,621.04","1,614.07","1,111.58",865.19,824.4,745.43,657.98,599.29,538.86,515.73,Upgrade
Total Liabilities,"1,502.04","1,479.99","1,011.42",780.69,757.47,689.73,609.98,556.79,502.37,485.13,Upgrade
Total Debt,28.93,27.59,29.19,26.32,23.37,20.38,20.23,22.86,28.39,29.71,Upgrade
Debt Growth,4.86%,-5.46%,10.88%,12.65%,14.64%,0.75%,-11.48%,-19.49%,-4.46%,68.00%,Upgrade
Common Stock,27.37,26.8,7.66,7.31,6.94,6.42,5.92,6.48,6.31,6.25,Upgrade
Retained Earnings,128.39,105.68,87.75,75.14,62.01,49.86,43.05,36.06,30.25,25.51,Upgrade
Comprehensive Income,-36.76,1.6,4.75,2.05,-2.02,-0.57,-0.97,-0.04,-0.06,-1.16,Upgrade
Shareholders' Equity,119,134.08,100.15,84.51,66.93,55.7,47.99,42.5,36.5,30.59,Upgrade
Total Liabilities and Equity,"1,621.04","1,614.07","1,111.58",865.19,824.4,745.43,657.98,599.29,538.86,515.73,Upgrade
Net Cash / Debt,154.49,352.99,155.72,20.62,23.32,67.15,42.41,45.34,17.18,20.2,Upgrade
Net Cash / Debt Growth,-56.23%,126.68%,655.23%,-11.57%,-65.28%,58.33%,-6.45%,163.84%,-14.94%,-25.14%,Upgrade
Book Value Per Share,20.34,23.06,19.33,16.38,13.06,11.00,9.82,8.80,7.61,6.40,Upgrade
