Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,42.55,106.05,191.52,143.56,56.44,69.42,61.22,51,55.2,47.9,Upgrade
Cash & Cash Equivalents,42.55,106.05,191.52,143.56,56.44,69.42,61.22,51,55.2,47.9,Upgrade
Cash Growth,-59.87%,-44.63%,33.41%,154.36%,-18.69%,13.40%,20.03%,-7.61%,15.24%,-39.71%,Upgrade
Receivables,11.28,10.12,11.14,11.79,9.42,8.38,7.77,7.57,7.47,7.44,Upgrade
"Property, Plant & Equipment",18.9,17.51,17.34,17.81,15.81,15.4,16.05,17.01,15.96,11.89,Upgrade
Goodwill and Intangibles,14.36,14.93,15.56,16.07,12.42,7.82,8.09,8.04,8.46,6.63,Upgrade
Total Assets,"2,134.93","2,137.04","1,975.65","1,737.18","1,455.69","1,375.06","1,366.45","1,326.75","1,301.03","1,233.08",Upgrade
Total Liabilities,"1,985.83","1,929.26","1,766.16","1,549.6","1,282.82","1,204.31","1,201.35","1,165.5","1,146.36","1,090.98",Upgrade
Total Debt,79.8,42.85,40.29,47.03,55.27,63.92,85.84,85.83,88.73,74.16,Upgrade
Debt Growth,86.22%,6.35%,-14.33%,-14.91%,-13.53%,-25.53%,0.01%,-3.27%,19.65%,20.19%,Upgrade
Common Stock,32.24,34.54,35.25,37.24,39.05,39.5,39.5,39.5,39.5,39.5,Upgrade
Retained Earnings,179.93,170.38,158.22,146.23,137.89,131.68,126.18,118.27,110.7,102.15,Upgrade
Comprehensive Income,-63.07,2.86,16.02,4.11,-4.08,-0.43,-0.58,3.48,4.47,0.45,Upgrade
Shareholders' Equity,149.1,207.78,209.49,187.58,172.87,170.75,165.11,161.25,154.67,142.11,Upgrade
Total Liabilities and Equity,"2,134.93","2,137.04","1,975.65","1,737.18","1,455.69","1,375.06","1,366.45","1,326.75","1,301.03","1,233.08",Upgrade
Net Cash / Debt,-37.24,63.2,151.23,96.53,1.17,5.49,-24.62,-34.83,-33.53,-26.26,Upgrade
Net Cash / Debt Growth,-,-58.21%,56.66%,8171.06%,-78.76%,-,-,-,-,-,Upgrade
Book Value Per Share,16.58,22.85,22.96,20.34,18.57,18.34,17.73,17.32,16.61,15.26,Upgrade
