Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,45.42,347.64,200.32,183.39,34.22,203.55,48.8,26.34,41.37,103.77,Upgrade
Cash & Cash Equivalents,45.42,347.64,200.32,183.39,34.22,203.55,48.8,26.34,41.37,103.77,Upgrade
Cash Growth,-86.93%,73.54%,9.23%,435.89%,-83.19%,317.07%,85.26%,-36.32%,-60.14%,266.06%,Upgrade
"Property, Plant & Equipment",32.96,31.16,30.53,17.07,7.38,8.61,8.52,9.31,9.86,9.11,Upgrade
Goodwill and Intangibles,77.87,79.36,33.97,34.82,35.71,36.63,9.02,9.55,10.17,10.94,Upgrade
Total Assets,"4,147.46","4,314.21","2,911.93","2,707.28","2,520.89","2,468.15","2,023.49","2,031.13","1,787.13","1,805.19",Upgrade
Total Liabilities,"3,735.37","3,863.84","2,553.67","2,370.49","2,204.49","2,171.13","1,792.93","1,816.66","1,587.1","1,624.31",Upgrade
Total Debt,139.08,25.85,29.9,15.54,9.64,5.74,5.59,72.4,20.19,19.97,Upgrade
Debt Growth,438.06%,-13.54%,92.45%,61.15%,67.97%,2.74%,-92.28%,258.66%,1.08%,33.13%,Upgrade
Common Stock,215.06,212.52,125.91,129.06,140.57,143.97,87.39,84.73,82.44,80.1,Upgrade
Retained Earnings,270.78,239.87,219.75,203.23,179.94,155.54,146.46,129.55,116.5,101.46,Upgrade
Comprehensive Income,-73.75,-2.02,12.6,4.5,-4.1,-2.49,-3.29,0.19,1.09,-0.67,Upgrade
Shareholders' Equity,412.09,450.37,358.25,336.79,316.41,297.03,230.56,214.47,200.03,180.89,Upgrade
Total Liabilities and Equity,"4,147.46","4,314.21","2,911.93","2,707.28","2,520.89","2,468.15","2,023.49","2,031.13","1,787.13","1,805.19",Upgrade
Net Cash / Debt,-93.65,321.79,170.42,167.85,24.58,197.81,43.22,-46.05,21.18,83.8,Upgrade
Net Cash / Debt Growth,-,88.82%,1.53%,582.86%,-87.57%,357.69%,-,-,-74.72%,527.79%,Upgrade
Net Cash Per Share,-5.86,22.31,12.52,12.17,1.75,15.77,3.53,-3.80,1.76,7.54,Upgrade
Book Value Per Share,25.88,31.41,26.49,24.73,22.82,23.97,18.98,17.98,16.97,16.57,Upgrade
