Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,209.9,"1,875.06","1,645.81",205.03,211.83,221.04,173.86,153.21,138.4,149.65,Upgrade
Cash & Cash Equivalents,209.9,"1,875.06","1,645.81",205.03,211.83,221.04,173.86,153.21,138.4,149.65,Upgrade
Cash Growth,-88.81%,13.93%,702.71%,-3.21%,-4.16%,27.14%,13.48%,10.70%,-7.52%,-34.53%,Upgrade
Receivables,52.61,35.89,39.03,31.65,31.05,36.18,31.09,25.9,24.65,25.48,Upgrade
"Property, Plant & Equipment",160.78,160.65,165.66,164.64,119.99,123.39,112.32,114.43,93.63,93.64,Upgrade
Goodwill and Intangibles,902.84,864.34,846.65,836.92,807.35,825.09,480.84,484.15,386.97,390.5,Upgrade
Total Assets,"15,835.65","15,552.66","13,931.09","11,410.3","10,607.3","10,746.2","8,666.44","8,552.67","7,489.44","7,095.86",Upgrade
Total Liabilities,"14,283.95","13,451.85","11,826.99","9,555.06","8,893.51","9,110.88","7,468.34","7,412.02","6,501.54","6,220.05",Upgrade
Total Debt,"1,137.78",329.89,371.29,344.87,413.68,485.9,248.37,403.45,440.12,244.01,Upgrade
Debt Growth,244.90%,-11.15%,7.66%,-16.63%,-14.86%,95.63%,-38.44%,-8.33%,80.37%,-70.61%,Upgrade
Common Stock,"1,085.69","1,093.15","1,081.85",982.61,963.53,938.46,575.57,554.82,431.2,420.63,Upgrade
Retained Earnings,"1,152.45","1,058.29",960.18,882.85,795.56,700.56,614.69,566.59,525.99,481.73,Upgrade
Comprehensive Income,-686.44,-50.63,62.08,-10.23,-45.31,-3.7,7.84,19.24,30.72,-26.55,Upgrade
Shareholders' Equity,"1,551.71","2,100.81","2,104.11","1,855.23","1,713.78","1,635.32","1,198.1","1,140.65",987.9,875.81,Upgrade
Total Liabilities and Equity,"15,835.65","15,552.66","13,931.09","11,410.3","10,607.3","10,746.2","8,666.44","8,552.67","7,489.44","7,095.86",Upgrade
Net Cash / Debt,-927.88,"1,545.18","1,274.52",-139.84,-201.85,-264.86,-74.51,-250.24,-301.73,-94.36,Upgrade
Net Cash / Debt Growth,-,21.24%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,28.88,38.95,39.30,35.88,33.48,32.31,27.00,27.75,24.33,21.70,Upgrade
