Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,114.79,244.82,219.31,158.02,145.52,150.25,105.9,88.16,129.82,99.4,Upgrade
Cash & Cash Equivalents,114.79,244.82,219.31,158.02,145.52,150.25,105.9,88.16,129.82,99.4,Upgrade
Cash Growth,-53.11%,11.63%,38.79%,8.59%,-3.15%,41.89%,20.12%,-32.09%,30.60%,5.53%,Upgrade
"Property, Plant & Equipment",20,19.91,20.23,21.32,23.37,23.47,23.4,15.17,15.23,15.67,Upgrade
Goodwill and Intangibles,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.52,Upgrade
Total Assets,"2,444.95","2,033.71","1,958.91","1,718.94","1,579.16","1,455.5","1,189.91","1,084.87","1,008.79",921.12,Upgrade
Total Liabilities,"2,205.72","1,827.98","1,785","1,558.23","1,440.67","1,337.39","1,083.62","1,006.4",938.67,863.95,Upgrade
Total Debt,393.31,50.31,210.31,293.31,220.31,285.31,131.31,107.47,140.47,122.47,Upgrade
Debt Growth,681.77%,-76.08%,-28.30%,33.14%,-22.78%,117.28%,22.19%,-23.49%,14.70%,35.37%,Upgrade
Common Stock,85.53,82.37,84.43,90.11,88.48,86.78,85.38,59.37,58.79,52.05,Upgrade
Retained Earnings,156.96,123.04,90.67,70.44,50.16,31.12,20.75,19.57,11.2,5.6,Upgrade
Comprehensive Income,-3.26,0.32,-1.19,0.15,-0.16,0.21,0.16,-0.47,0.14,-0.48,Upgrade
Shareholders' Equity,239.23,205.73,173.91,160.71,138.49,118.11,106.29,78.47,70.12,57.17,Upgrade
Total Liabilities and Equity,"2,444.95","2,033.71","1,958.91","1,718.94","1,579.16","1,455.5","1,189.91","1,084.87","1,008.79",921.12,Upgrade
Net Cash / Debt,-278.52,194.51,9,-135.29,-74.8,-135.06,-25.42,-19.31,-10.64,-23.06,Upgrade
Net Cash / Debt Growth,-,2060.96%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-26.02,18.44,0.83,-12.27,-6.85,-12.56,-2.66,-2.06,-1.22,-2.68,Upgrade
Book Value Per Share,22.77,19.78,16.24,14.82,12.91,11.19,11.29,8.47,8.12,6.89,Upgrade
