Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,131.8,149.19,71.88,56.43,50.14,22.02,12.74,18.16,5.91,4.12,Upgrade
Cash & Cash Equivalents,131.8,149.19,71.88,56.43,50.14,22.02,12.74,18.16,5.91,4.12,Upgrade
Cash Growth,-11.66%,107.56%,27.38%,12.54%,127.74%,72.78%,-29.83%,207.12%,43.48%,24.95%,Upgrade
"Property, Plant & Equipment",49.05,41.66,41.12,41.74,13.93,12.29,11.69,9.05,8.91,7.1,Upgrade
Goodwill and Intangibles,12.12,9.52,8.69,9.44,10.01,10.61,6.45,3.02,1.56,2.1,Upgrade
Total Assets,"1,724.99","1,459.66","1,103.86","1,158.54",956.4,829.48,712.22,626.37,530.27,533.89,Upgrade
Accounts Payable,33.8,49.28,40.28,28.68,25.14,18.57,15.22,12.66,10.53,7.31,Upgrade
Deferred Revenue,-51.01,-47.84,-34.55,-28.59,0,0,0,0,0,0,Upgrade
Total Liabilities,"1,416.35","1,176.93",831.73,855.76,677.23,590.07,504.75,421.15,351.95,372.72,Upgrade
Total Debt,"1,382.56","1,127.64",791.45,827.08,651.35,566.55,489.53,408.49,341.42,362.75,Upgrade
Debt Growth,22.61%,42.48%,-4.31%,26.98%,14.97%,15.73%,19.84%,19.64%,-5.88%,24.07%,Upgrade
Common Stock,-36.33,-23.37,44.78,53.95,75.06,70.66,68.69,90.47,86.93,84.58,Upgrade
Retained Earnings,345.55,306.11,227.34,248.83,204.1,168.75,138.79,114.76,91.39,76.59,Upgrade
Comprehensive Income,-0.59,0,0,0,0,0,0,0,0,0,Upgrade
Shareholders' Equity,308.63,282.74,272.12,302.78,279.16,239.41,207.48,205.23,178.32,161.17,Upgrade
Total Liabilities and Equity,"1,724.99","1,459.66","1,103.86","1,158.54",956.4,829.48,712.22,626.37,530.27,533.89,Upgrade
Net Cash / Debt,"-1,250.76",-978.45,-719.57,-770.65,-601.21,-544.53,-476.78,-390.33,-335.51,-358.63,Upgrade
Net Cash Per Share,-129.53,-91.93,-64.56,-65.46,-49.78,-46.21,-39.45,-29.86,-25.91,-27.81,Upgrade
Book Value Per Share,33.20,28.18,24.90,26.56,23.95,20.73,17.55,15.97,14.04,12.82,Upgrade
