Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,105.12,50.99,121.62,71.04,70.75,86.99,52.6,116.16,45.83,125.71,Upgrade
Cash & Cash Equivalents,105.12,50.99,121.62,71.04,70.75,86.99,52.6,116.16,45.83,125.71,Upgrade
Cash Growth,106.16%,-58.08%,71.19%,0.42%,-18.67%,65.38%,-54.72%,153.46%,-63.54%,-44.08%,Upgrade
"Property, Plant & Equipment",69.09,70.91,58.8,63.98,66.22,69.97,60.19,64.55,61.9,34.14,Upgrade
Goodwill and Intangibles,25.73,25.98,26.72,28.14,30.17,32.81,19.81,22.72,14.77,0.12,Upgrade
Total Assets,"3,549.2","3,524.72","3,722.85","3,476.18","3,304.17","3,206.53","2,717.68","2,783.11","2,074.45","1,583.32",Upgrade
Total Liabilities,"3,160.36","3,128.2","3,314.59","3,067.28","2,894.93","2,808.89","2,357.7","2,412.06","1,697.3","1,215.81",Upgrade
Total Debt,0,115,475,680,636.91,698.44,492.96,476.98,52,2.02,Upgrade
Debt Growth,-,-75.79%,-30.15%,6.76%,-8.81%,41.68%,3.35%,817.30%,2479.27%,-91.70%,Upgrade
Common Stock,120.97,154.93,163.47,183.62,210.27,205.71,177.82,201.82,216.57,217.55,Upgrade
Retained Earnings,270.28,240.08,242.78,224.55,200.58,191.66,179.81,168.36,160.33,149.99,Upgrade
Comprehensive Income,-2.4,1.51,2.02,0.73,-1.6,0.27,2.34,0.87,0.25,-0.03,Upgrade
Shareholders' Equity,388.85,396.52,408.26,408.9,409.24,397.65,359.98,371.05,377.15,367.52,Upgrade
Total Liabilities and Equity,"3,549.2","3,524.72","3,722.85","3,476.18","3,304.17","3,206.53","2,717.68","2,783.11","2,074.45","1,583.32",Upgrade
Net Cash / Debt,105.12,-64.01,-353.38,-608.96,-566.17,-611.45,-440.36,-360.82,-6.17,123.7,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-38.31%,Upgrade
Net Cash Per Share,6.65,-3.88,-20.44,-33.11,-30.23,-34.05,-25.01,-18.87,-0.33,6.20,Upgrade
Book Value Per Share,25.06,24.66,24.40,23.11,22.70,22.88,20.67,19.49,20.24,18.45,Upgrade
