Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,35.28,37.15,43.46,20.16,26.32,21.99,22.42,15.25,11.36,17.08,Upgrade
Cash & Cash Equivalents,35.28,37.15,43.46,20.16,26.32,21.99,22.42,15.25,11.36,17.08,Upgrade
Cash Growth,-5.03%,-14.53%,115.60%,-23.39%,19.67%,-1.91%,47.06%,34.25%,-33.49%,60.10%,Upgrade
"Property, Plant & Equipment",24.18,23.8,24.5,25.09,20.62,16.12,15.18,14.83,13.2,11.64,Upgrade
Goodwill and Intangibles,4.64,4.65,4.67,4.69,4.7,4.72,4.73,4.75,4.54,4.55,Upgrade
Total Assets,"1,399.92","1,285.18","1,227.44","1,093.81",933.12,881.26,749.03,623.25,561.02,503.79,Upgrade
Total Liabilities,"1,288.34","1,174.54","1,129.72","1,003.14",868.66,819.11,690.67,552.03,491.82,460.72,Upgrade
Total Debt,152.57,109.7,123.98,110.9,133.63,88.95,73.97,56.29,71.26,46.01,Upgrade
Debt Growth,39.08%,-11.52%,11.79%,-17.01%,50.23%,20.24%,31.41%,-21.00%,54.88%,14.68%,Upgrade
Common Stock,51.85,50.61,49.41,48.57,28.15,27,26.13,40.19,39.82,15.67,Upgrade
Retained Earnings,71.32,60.95,50.28,44.84,42.11,39.02,35.62,33.18,31.09,28.79,Upgrade
Comprehensive Income,-12.17,-1.27,-2.24,-2.97,-6.04,-4.21,-3.82,-2.57,-2.12,-1.75,Upgrade
Shareholders' Equity,111,110.29,97.46,90.43,64.22,61.81,57.93,70.81,68.79,42.71,Upgrade
Total Liabilities and Equity,"1,399.34","1,284.83","1,227.18","1,093.57",932.88,880.92,748.6,622.83,560.61,503.44,Upgrade
Net Cash / Debt,-117.29,-72.55,-80.51,-90.74,-107.31,-66.96,-51.55,-41.05,-59.9,-28.93,Upgrade
Book Value Per Share,18.50,18.49,21.52,19.21,14.73,14.44,13.70,16.27,15.81,10.88,Upgrade
