Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,55.5,583.61,186.92,94.97,67.23,31.82,75.94,73.81,96.22,131.09,Upgrade
Cash & Cash Equivalents,55.5,583.61,186.92,94.97,67.23,31.82,75.94,73.81,96.22,131.09,Upgrade
Cash Growth,-90.49%,212.23%,96.81%,41.27%,111.27%,-58.10%,2.88%,-23.29%,-26.60%,-34.52%,Upgrade
"Property, Plant & Equipment",61.12,62.99,29.72,28.59,22.71,22.63,16.56,16.86,16.28,15.2,Upgrade
Goodwill and Intangibles,68.81,70.96,19.24,19.77,20.38,21.24,13.01,13.14,13.26,15.97,Upgrade
Total Assets,"3,477.28","3,460.14","1,933.32","1,559.24","1,483.08","1,393.86","1,160.27","1,135.14","1,100.4","1,054.12",Upgrade
Total Liabilities,"3,112.99","3,109.44","1,738.3","1,366.43","1,299.89","1,230.12","1,005.97",988.18,959.93,950.83,Upgrade
Total Debt,92.98,68.61,30.35,21.02,75.81,21.73,3.2,6.67,4.81,10.14,Upgrade
Debt Growth,35.53%,126.03%,44.41%,-72.28%,248.82%,578.55%,-51.99%,38.77%,-52.58%,-26.31%,Upgrade
Common Stock,201.69,200.67,52.29,61.17,65.56,65.38,64.33,63.94,63.66,32.29,Upgrade
Retained Earnings,171.61,149.97,141.21,131.43,120.57,99.66,90.96,83.1,76.5,71.44,Upgrade
Comprehensive Income,-9.02,0.06,1.53,0.21,-2.95,-1.31,-0.99,-0.07,0.32,-0.44,Upgrade
Shareholders' Equity,364.29,350.69,195.02,192.8,183.19,163.74,154.3,146.97,140.47,103.3,Upgrade
Total Liabilities and Equity,"3,477.28","3,460.14","1,933.32","1,559.24","1,483.08","1,393.86","1,160.27","1,135.14","1,100.4","1,054.12",Upgrade
Net Cash / Debt,-37.48,515.01,156.56,73.95,-8.59,10.09,72.74,67.14,91.42,120.95,Upgrade
Net Cash / Debt Growth,-,228.94%,111.71%,-,-,-86.13%,8.33%,-26.56%,-24.42%,-35.12%,Upgrade
Book Value Per Share,18.34,17.71,16.20,15.20,14.37,12.90,12.18,11.63,11.13,12.21,Upgrade
