Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,112.04,328.91,104.07,102.97,102.19,82.29,84.34,80.19,86.01,49.35,Upgrade
Cash & Cash Equivalents,112.04,328.91,104.07,102.97,102.19,82.29,84.34,80.19,86.01,49.35,Upgrade
Cash Growth,-65.93%,216.05%,1.06%,0.77%,24.17%,-2.43%,5.17%,-6.76%,74.29%,-72.18%,Upgrade
"Property, Plant & Equipment",126.62,119.8,111.14,98.69,45.29,48.35,48.26,49.16,49.21,49.04,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,0,7.36,10.03,32.78,Upgrade
Total Assets,"7,432.76","7,419.09","6,594.58","6,012.67","5,807.03","5,623.71","5,384.24","5,131.29","4,852.99","4,741.2",Upgrade
Total Liabilities,"6,979.89","6,860.82","6,047.85","5,484.15","5,315.3","5,123.67","4,879.56","4,636.65","4,284.95","4,081.02",Upgrade
Total Debt,146.75,146.35,174.58,304.18,319.17,124.79,227.79,161.79,130.79,100.81,Upgrade
Debt Growth,0.27%,-16.17%,-42.61%,-4.70%,155.77%,-45.22%,40.79%,23.70%,29.73%,-6.90%,Upgrade
Common Stock,509.42,524.16,537.48,539.21,559.54,590.09,615.11,631.73,721.92,860.05,Upgrade
Retained Earnings,87.44,42.02,-10.92,-19.1,-51.72,-89.04,-108.94,-137.31,-157.04,-184.09,Upgrade
Comprehensive Income,-143.98,-7.96,20.13,8.41,-16.09,-1.04,-1.52,0.2,3.16,-15.85,Upgrade
Shareholders' Equity,452.87,558.22,546.69,528.52,491.73,500.01,504.65,494.61,568.04,660.11,Upgrade
Total Liabilities and Equity,"7,432.76","7,419.04","6,594.54","6,012.67","5,807.03","5,623.68","5,384.21","5,131.26","4,852.99","4,741.14",Upgrade
Net Cash / Debt,-34.7,182.56,-70.51,-201.21,-216.98,-42.49,-143.44,-81.59,-44.78,-51.47,Upgrade
Book Value Per Share,16.63,19.96,19.40,18.63,16.86,16.60,16.37,15.79,15.82,15.68,Upgrade
