Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,26.54,192.83,396.44,53.29,47.47,47.95,76.84,72.65,39.78,42.43,Upgrade
Cash & Cash Equivalents,26.54,192.83,396.44,53.29,47.47,47.95,76.84,72.65,39.78,42.43,Upgrade
Cash Growth,-86.24%,-51.36%,643.92%,12.25%,-0.99%,-37.60%,5.76%,82.63%,-6.23%,-75.26%,Upgrade
"Property, Plant & Equipment",53.12,34.57,29.08,29.68,21.49,23.02,23.31,11.56,9.99,7.49,Upgrade
Total Assets,"3,613.22","3,500.2","3,185.74","2,473.69","2,296.57","2,114.38","1,854.2","1,748.4","1,615.83","1,442.4",Upgrade
Total Liabilities,"3,402.11","3,239.87","2,962.05","2,261.87","2,105.55","1,936.28","1,688.83","1,596.02","1,475.66","1,318.78",Upgrade
Total Debt,485.86,199.87,222.39,225.39,205.33,120.26,135.1,148.94,199.16,148.57,Upgrade
Debt Growth,143.09%,-10.13%,-1.33%,9.77%,70.74%,-10.99%,-9.29%,-25.22%,34.05%,-12.66%,Upgrade
Common Stock,35.02,33.18,31.82,30.26,28.13,26.46,24.46,23.07,21.97,21.41,Upgrade
Retained Earnings,267.56,237.78,203.72,184.82,169.71,153.53,141.96,129.74,117.95,105.75,Upgrade
Comprehensive Income,-91.47,-10.64,-11.85,-3.26,-6.81,-1.89,-1.04,-0.43,0.25,-3.54,Upgrade
Shareholders' Equity,211.11,260.33,223.7,211.82,191.02,178.1,165.38,152.38,140.18,123.63,Upgrade
Total Liabilities and Equity,"3,613.22","3,500.2","3,185.74","2,473.69","2,296.57","2,114.38","1,854.2","1,748.4","1,615.83","1,442.4",Upgrade
Net Cash / Debt,-459.32,-7.04,174.05,-172.1,-157.85,-72.31,-58.26,-76.28,-159.38,-106.14,Upgrade
Book Value Per Share,12.69,15.72,13.58,12.93,11.72,10.98,10.25,9.48,8.75,7.74,Upgrade
