Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,"1,574.7","1,037.78","1,950.52",857.37,622.85,643.54,486.73,222.87,155.58,201.69,Upgrade
Cash & Cash Equivalents,"1,574.7","1,037.78","1,950.52",857.37,622.85,643.54,486.73,222.87,155.58,201.69,Upgrade
Cash Growth,51.74%,-46.79%,127.50%,37.65%,-3.22%,32.22%,118.39%,43.25%,-22.86%,469.34%,Upgrade
Receivables,417.42,369.82,220.27,203.19,0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,16.66,14,8.55,6.71,6.42,Upgrade
Goodwill and Intangibles,156.41,115.97,125.39,134.89,67.79,0,0,0,0,0,Upgrade
Total Assets,"17,401.17","14,265.57","13,851.9","11,220.24","9,539.5","8,501.68","7,599.3","5,823.72","4,403","3,090.77",Upgrade
Accounts Payable,774.63,744.99,550.13,338.23,82.09,52.18,51.98,43.86,29.18,23.26,Upgrade
Total Liabilities,"15,758.19","12,864.63","12,621.05","10,147.19","8,578.99","7,667.43","6,915.71","5,290.19","4,032.22","2,822.51",Upgrade
Total Debt,562.74,574.86,478.29,627.43,511.55,714.46,818.02,793.16,960.16,705.57,Upgrade
Debt Growth,-2.11%,20.19%,-23.77%,22.65%,-28.40%,-12.66%,3.13%,-17.39%,36.08%,28.95%,Upgrade
Common Stock,217.46,210.7,222.48,246.86,289.78,314.51,306.08,277.09,197.68,151.25,Upgrade
Retained Earnings,"1,428.44","1,187.73","1,009.3",826.17,671.35,519.25,384.82,265.83,183.46,127.81,Upgrade
Comprehensive Income,-2.93,2.51,-0.94,0.02,-0.61,0.49,-7.3,-9.4,-10.37,-10.8,Upgrade
Shareholders' Equity,"1,642.97","1,400.94","1,230.85","1,073.05",960.51,834.25,683.59,533.53,370.78,268.26,Upgrade
Total Liabilities and Equity,"17,401.17","14,265.57","13,851.9","11,220.24","9,539.5","8,501.68","7,599.3","5,823.72","4,403","3,090.77",Upgrade
Net Cash / Debt,"1,011.96",462.92,"1,472.23",229.94,111.3,-70.92,-331.29,-570.28,-804.57,-503.88,Upgrade
Net Cash / Debt Growth,118.60%,-68.56%,540.27%,106.60%,-,-,-,-,-,-,Upgrade
Book Value Per Share,27.54,23.65,20.63,17.51,15.36,13.16,10.84,8.69,6.53,4.91,Upgrade
