Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,170.87,167.21,100.69,127.82,72.87,92.17,46.55,62.87,41.26,39.2,Upgrade
Cash & Cash Equivalents,170.87,167.21,100.69,127.82,72.87,92.17,46.55,62.87,41.26,39.2,Upgrade
Cash Growth,2.19%,66.07%,-21.23%,75.40%,-20.93%,97.98%,-25.95%,52.35%,5.26%,33.28%,Upgrade
"Property, Plant & Equipment",99.18,92.37,60.24,58.48,32.43,32.23,28.36,24.19,20.85,19.83,Upgrade
Total Assets,"3,691.98","2,925.55","2,482.59","2,267.2","1,900.61","1,624.63","1,340.91","1,217.29","1,029.87",890.83,Upgrade
Total Liabilities,"3,397.47","2,647.65","2,254.29","2,061.34","1,726.7","1,474.94","1,231.04","1,123.05",946.87,825.17,Upgrade
Total Debt,211.21,36.11,61,145.89,63.4,80.6,128.6,128.6,148.6,137.5,Upgrade
Debt Growth,484.98%,-40.81%,-58.19%,130.10%,-21.34%,-37.32%,-,-13.46%,8.07%,-8.75%,Upgrade
Common Stock,115.8,112.87,108.21,105.43,101.96,99.56,72.84,69.74,68.35,58.29,Upgrade
Retained Earnings,192.12,165.77,119.06,100.73,72.87,50.59,37.54,24.5,14.34,8.72,Upgrade
Comprehensive Income,-13.41,-0.74,1.02,-0.3,-0.92,-0.46,-0.5,-0,0.3,-1.35,Upgrade
Shareholders' Equity,294.51,277.9,228.29,205.86,173.92,149.69,109.87,94.24,82.99,65.67,Upgrade
Total Liabilities and Equity,"3,691.98","2,925.55","2,482.59","2,267.2","1,900.61","1,624.63","1,340.91","1,217.29","1,029.87",890.83,Upgrade
Net Cash / Debt,-40.34,131.1,39.69,-18.07,9.47,11.56,-82.05,-65.74,-107.34,-98.3,Upgrade
Net Cash / Debt Growth,-,230.33%,-,-,-18.09%,-,-,-,-,-,Upgrade
Net Cash Per Share,-5.00,16.41,5.07,-2.33,1.22,1.56,-12.21,-10.02,-20.64,-22.05,Upgrade
Book Value Per Share,37.01,35.43,29.58,27.34,23.55,21.37,17.39,15.19,16.66,15.34,Upgrade
