Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,298.97,251.34,170.05,60.34,105.16,372.64,95.22,213.52,104.93,117.68,Upgrade
Cash & Cash Equivalents,298.97,251.34,170.05,60.34,105.16,372.64,95.22,213.52,104.93,117.68,Upgrade
Cash Growth,18.95%,47.81%,181.82%,-42.62%,-71.78%,291.35%,-55.40%,103.49%,-10.84%,7.37%,Upgrade
Receivables,83.06,97.66,89.84,113.49,91.07,53.44,41.38,29.87,13.61,12.85,Upgrade
Other Current Assets,31.94,25.38,36.52,15.6,37.94,11.96,4.02,2.2,1.12,2.21,Upgrade
Total Current Assets,413.97,374.38,296.41,189.43,234.17,438.04,140.62,245.58,119.66,132.74,Upgrade
"Property, Plant & Equipment",126.21,149.82,146.49,56.88,23.18,36.43,35.46,9.42,5.26,5.34,Upgrade
Long-Term Investments,174.58,158.14,80,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,478.45,505.9,548.64,601.72,554.05,194.49,128.14,14.62,14.77,14.32,Upgrade
Other Long-Term Assets,6.1,111.11,117.45,99.94,84.72,24.49,19.2,26.16,0.2,0.24,Upgrade
Total Long-Term Assets,785.35,924.98,892.58,758.54,661.94,255.42,182.8,50.2,20.23,19.9,Upgrade
Total Assets,"1,199.31","1,299.36","1,188.99",947.97,896.12,693.46,323.43,295.78,139.89,152.64,Upgrade
Accounts Payable,2.03,1.69,10.11,2.87,15.07,9.25,5.59,5.74,1.06,4.88,Upgrade
Current Debt,2.5,166.01,0,75,125,0,0,0,0,0,Upgrade
Other Current Liabilities,78,106.73,101.73,152.83,121.88,138.27,61.11,48.29,37.58,55.32,Upgrade
Total Current Liabilities,82.53,274.43,111.84,230.71,261.95,147.52,66.71,54.03,38.64,60.2,Upgrade
Long-Term Debt,901.75,574.32,703.78,285.75,250.94,238.2,0,0,0,0,Upgrade
Other Long-Term Liabilities,7.09,2.62,8.61,29.19,37.01,12.87,25.29,0.61,4.89,5.44,Upgrade
Total Long-Term Liabilities,908.84,576.93,712.39,314.94,287.95,251.07,25.29,0.61,4.89,5.44,Upgrade
Total Liabilities,991.37,851.36,824.23,545.64,549.91,398.59,91.99,54.64,43.53,65.64,Upgrade
Total Debt,904.25,740.32,703.78,360.75,375.94,238.2,0,0,0,0,Upgrade
Debt Growth,22.14%,5.19%,95.09%,-4.04%,57.83%,-,-,-,-,-,Upgrade
Common Stock,923.24,"1,019.79","1,005.67",994.98,956.69,"1,003.23",954.07,991.27,894.54,894.54,Upgrade
Retained Earnings,-715.3,-571.79,-640.91,-592.65,-610.48,-708.35,-722.63,-750.12,-798.17,-807.53,Upgrade
Shareholders' Equity,207.94,447.99,364.76,402.33,346.21,294.87,231.44,241.14,96.37,87.01,Upgrade
Total Liabilities and Equity,"1,199.31","1,299.36","1,188.99",947.97,896.12,693.46,323.43,295.78,139.89,152.64,Upgrade
Net Cash / Debt,-605.28,-488.98,-533.73,-300.41,-270.79,134.44,95.22,213.52,104.93,117.68,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,41.19%,-55.40%,103.49%,-10.84%,7.37%,Upgrade
Net Cash Per Share,-47.31,-35.71,-41.03,-20.55,-19.21,9.83,7.45,17.03,9.38,10.66,Upgrade
Working Capital,331.43,99.95,184.57,-41.28,-27.78,290.53,73.92,191.56,81.02,72.55,Upgrade
Book Value Per Share,16.25,33.94,28.04,31.35,27.69,24.69,19.59,20.94,8.61,7.88,Upgrade
