Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,20.61,38.05,19.5,6.47,12.59,6.59,37.14,20.77,8.42,25.34,Upgrade
Cash & Cash Equivalents,20.61,38.05,19.5,6.47,12.59,6.59,37.14,20.77,8.42,25.34,Upgrade
Cash Growth,-45.83%,95.13%,201.66%,-48.65%,90.95%,-82.24%,78.83%,146.70%,-66.79%,2318.03%,Upgrade
Total Assets,766.83,513.96,407.16,344,266.75,234.15,239.25,280.9,225.2,263.74,Upgrade
Accounts Payable,11.62,9.09,7.32,6.8,4.87,4.38,3.79,5.39,4.48,4.61,Upgrade
Total Liabilities,448.38,268.63,194.56,159.95,132.49,99.07,100.06,121.15,86.95,127.9,Upgrade
Total Debt,434.08,257.61,185.82,152.05,126.85,94.08,95.6,114.95,81.75,122.34,Upgrade
Debt Growth,68.50%,38.64%,22.21%,19.86%,34.84%,-1.59%,-16.84%,40.61%,-33.18%,37.43%,Upgrade
Common Stock,385.95,301.38,271.31,226.68,179.63,179.65,179.56,179.72,155.25,154.99,Upgrade
Retained Earnings,-67.5,-56.05,-58.71,-42.62,-45.37,-44.58,-40.37,-19.97,-17,-19.15,Upgrade
Shareholders' Equity,318.45,245.34,212.6,184.06,134.26,135.08,139.19,159.75,138.25,135.84,Upgrade
Total Liabilities and Equity,766.83,513.96,407.16,344,266.75,234.15,239.25,280.9,225.2,263.74,Upgrade
Net Cash / Debt,-413.47,-219.56,-166.32,-145.59,-114.26,-87.48,-58.46,-94.19,-73.34,-97,Upgrade
Net Cash Per Share,-16.72,-10.96,-9.49,-10.80,-9.91,-7.60,-5.06,-8.42,-7.62,-10.12,Upgrade
Book Value Per Share,12.88,12.25,12.12,13.66,11.65,11.73,12.06,14.29,14.37,14.17,Upgrade
