Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"2,927","16,695","9,999","1,749","2,682.94","2,637.65","2,097.83","1,633.9","2,693.37","1,558.21",Upgrade
Cash & Cash Equivalents,"2,927","16,695","9,999","1,749","2,682.94","2,637.65","2,097.83","1,633.9","2,693.37","1,558.21",Upgrade
Cash Growth,-82.47%,66.97%,471.70%,-34.81%,1.72%,25.73%,28.39%,-39.34%,72.85%,6.75%,Upgrade
Receivables,0,0,0,0,0,0,0,0,0,45.26,Upgrade
"Property, Plant & Equipment",612,665,759,455,494.04,532.25,289.39,275.62,303,305.24,Upgrade
Goodwill and Intangibles,"1,745","1,809","1,865","1,564","1,587.82","1,571.24",212.39,217.52,175.45,163.93,Upgrade
Total Assets,"78,953","89,092","84,209","43,311","40,832.26","41,423.39","28,555.23","26,192.64","25,668.19","23,789.83",Upgrade
Accounts Payable,0,0,0,0,0,0,0,0,0,21.17,Upgrade
Total Liabilities,"70,406","80,598","75,902","38,235","36,046.88","36,842.9","25,850.15","23,553.05","23,086.6","21,289.08",Upgrade
Total Debt,"4,103","3,714","3,868","4,309","2,304.89","4,900.73","1,991.09","2,252.84","3,636.59","3,406.43",Upgrade
Debt Growth,10.47%,-3.98%,-10.23%,86.95%,-52.97%,146.13%,-11.62%,-38.05%,6.76%,-25.53%,Upgrade
Common Stock,"6,190","5,596","5,891","3,222","3,324.16","3,447.45","1,628.28","1,684.04","1,622.82","1,660.12",Upgrade
Retained Earnings,"3,430","2,891","2,261","1,798","1,542.41","1,160.43","1,029.03",874.3,851.59,695.21,Upgrade
Comprehensive Income,"-1,368",-288,-140,-239,-376.62,-322.83,-247.65,-214.19,-188.25,-150.01,Upgrade
Shareholders' Equity,"8,252","8,199","8,012","4,781","4,489.95","4,285.06","2,409.65","2,344.16","2,286.16","2,205.32",Upgrade
Total Liabilities and Equity,"78,658","88,797","83,914","43,016","40,536.83","41,127.96","28,259.8","25,897.21","25,372.76","23,494.4",Upgrade
Net Cash / Debt,"-1,176","12,981","6,131","-2,560",378.05,"-2,263.09",106.74,-618.94,-943.22,"-1,848.22",Upgrade
Net Cash / Debt Growth,-,111.73%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-2.08,23.55,14.14,-8.11,1.15,-9.26,0.45,-2.62,-3.98,-7.71,Upgrade
Book Value Per Share,15.42,15.01,18.54,15.24,13.84,17.75,10.36,10.01,9.73,9.27,Upgrade
