Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Cash & Equivalents,77.31,64.99,36.47,62.6,6.5,9.52,6.7,13.47,12.98,6.83,Upgrade
Cash & Cash Equivalents,77.31,64.99,36.47,62.6,6.5,9.52,6.7,13.47,12.98,6.83,Upgrade
Cash Growth,18.97%,78.20%,-41.75%,862.48%,-31.65%,42.01%,-50.27%,3.80%,90.06%,-19.10%,Upgrade
"Property, Plant & Equipment",9.51,9.79,10.19,10.71,10.23,5.84,4.59,4.8,5.12,4.29,Upgrade
Total Assets,857.56,797.34,735.52,723.87,638.92,585.47,595.57,563.67,551.34,547.54,Upgrade
Total Liabilities,785.9,712.04,652.95,641.41,557.25,501.51,511.59,483.23,469.26,465.79,Upgrade
Total Debt,24.75,35.17,41.76,26.76,70.09,56.44,72.32,62.98,60.07,90.14,Upgrade
Debt Growth,-29.64%,-15.77%,56.03%,-61.82%,24.19%,-21.97%,14.84%,4.84%,-33.36%,18.68%,Upgrade
Common Stock,48.64,47.73,47.15,46.54,45.9,45.29,44.69,43.97,43.46,43.03,Upgrade
Retained Earnings,40.36,35.65,31.21,35.36,38.89,39.05,37.1,35.47,37.54,39.1,Upgrade
Comprehensive Income,-17.35,1.93,4.2,0.57,-3.11,-0.37,2.19,1,1.08,-0.39,Upgrade
Shareholders' Equity,71.66,85.3,82.56,82.46,81.68,83.97,83.97,80.44,82.09,81.75,Upgrade
Total Liabilities and Equity,857.56,797.34,735.52,723.87,638.92,585.47,595.57,563.67,551.34,547.54,Upgrade
Net Cash / Debt,52.56,29.81,-5.29,35.84,-63.59,-46.92,-65.62,-49.51,-47.09,-83.31,Upgrade
Net Cash / Debt Growth,76.32%,-,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,22.00,26.32,25.48,23.03,21.10,21.31,20.92,18.76,18.54,17.89,Upgrade
