Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,115.49,175.26,194.14,132.19,89.92,79.85,106.19,93.22,76.39,81.94,Upgrade
Cash & Cash Equivalents,115.49,175.26,194.14,132.19,89.92,79.85,106.19,93.22,76.39,81.94,Upgrade
Cash Growth,-34.10%,-9.73%,46.86%,47.01%,12.61%,-24.80%,13.91%,22.04%,-6.78%,11.52%,Upgrade
"Property, Plant & Equipment",58.71,55.6,58.39,55.49,29.01,28.33,29.02,29.59,27.5,25.4,Upgrade
Goodwill and Intangibles,68.46,69.32,70.21,71.13,72.07,73.05,74.23,75.52,62.96,63.61,Upgrade
Total Assets,"6,660.05","5,851.13","5,713.17","5,292.66","5,010.77","4,529.85","4,381.12","3,771.6","3,586.87","3,188.87",Upgrade
Total Liabilities,"6,206.38","5,286.32","5,178.97","4,789.17","4,562.58","4,116.57","3,990.31","3,396.22","3,240.6","2,859.22",Upgrade
Total Debt,"1,032.24",196.69,648.26,"1,193.01",973.4,814.04,871.61,401.65,428.98,310.76,Upgrade
Debt Growth,424.80%,-69.66%,-45.66%,22.56%,19.58%,-6.61%,117.01%,-6.37%,38.04%,-21.40%,Upgrade
Common Stock,119.43,126.48,123.34,124.37,120.97,119.04,116.2,112.01,102.25,98.6,Upgrade
Retained Earnings,492.04,458.31,418.25,390.36,355.52,317.76,294.37,273.07,252.84,232.6,Upgrade
Comprehensive Income,-157.8,-19.98,-7.39,-11.24,-28.31,-23.51,-19.76,-9.7,-8.81,-1.55,Upgrade
Shareholders' Equity,453.67,564.81,534.2,503.49,448.18,413.28,390.8,375.39,346.28,329.65,Upgrade
Total Liabilities and Equity,"6,660.05","5,851.13","5,713.17","5,292.66","5,010.77","4,529.85","4,381.12","3,771.6","3,586.87","3,188.87",Upgrade
Net Cash / Debt,-916.75,-21.43,-454.11,"-1,060.81",-883.48,-734.18,-765.43,-308.43,-352.59,-228.82,Upgrade
Net Cash Per Share,-52.74,-1.23,-26.10,-60.92,-50.80,-42.35,-44.48,-18.07,-20.90,-13.73,Upgrade
Book Value Per Share,26.31,32.63,30.91,29.05,25.95,24.02,22.88,22.24,20.75,19.97,Upgrade
