Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,74.37,109.47,118.71,65.3,70.24,54.74,83.19,85.78,74.02,119.08,Upgrade
Cash & Cash Equivalents,74.37,109.47,118.71,65.3,70.24,54.74,83.19,85.78,74.02,119.08,Upgrade
Cash Growth,-32.06%,-7.78%,81.77%,-7.03%,28.33%,-34.20%,-3.02%,15.90%,-37.84%,-33.76%,Upgrade
Receivables,0,0,0,0,0,0,0,7.23,7.24,7.72,Upgrade
"Property, Plant & Equipment",35.89,36.4,36.13,38.41,38.78,39.15,40.18,43.1,45.95,48.59,Upgrade
Goodwill and Intangibles,30.85,31.64,32.61,33.63,34.72,1.59,1.93,2.28,2.63,3.16,Upgrade
Total Assets,"4,999.79","4,704.74","4,204.01","3,564.69","3,353.28","2,789.36","2,548.95","2,409.07","2,248.73","2,209.94",Upgrade
Accounts Payable,0,0,0,0,0,0,0,0,1.98,4.09,Upgrade
Total Liabilities,"4,652.19","4,306.26","3,814.49","3,214.53","3,014.29","2,524.42","2,299.97","2,157.97","1,998.36","1,978.36",Upgrade
Total Debt,165.1,108.96,108.82,128.1,65.09,90.17,45,47.52,48.04,57.91,Upgrade
Debt Growth,51.53%,0.13%,-15.05%,96.81%,-27.82%,100.37%,-5.30%,-1.07%,-17.05%,-14.59%,Upgrade
Common Stock,320.99,323.4,339.35,352.34,377.37,324.99,323.75,339.46,352.46,351.17,Upgrade
Retained Earnings,119.37,74.58,40.15,1.61,-28.27,-54.05,-65.66,-82.33,-96.46,-110.35,Upgrade
Comprehensive Income,-92.76,0.5,10.02,-3.79,-10.11,-6,-9.11,-6.04,-5.64,-9.25,Upgrade
Shareholders' Equity,347.6,398.48,389.52,350.17,338.99,264.93,248.98,251.09,250.37,231.58,Upgrade
Total Liabilities and Equity,"4,999.79","4,704.74","4,204.01","3,564.69","3,353.28","2,789.36","2,548.95","2,409.07","2,248.73","2,209.94",Upgrade
Net Cash / Debt,-90.73,0.52,9.89,-62.8,5.16,-35.43,38.19,38.26,25.98,61.17,Upgrade
Net Cash / Debt Growth,-,-94.79%,-,-,-,-,-0.18%,47.28%,-57.53%,-45.38%,Upgrade
Book Value Per Share,16.50,18.73,17.80,15.58,14.06,12.42,11.72,11.26,10.91,10.15,Upgrade
