Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,64.9,175.15,57.15,83.83,52.96,58.6,36.67,39.17,48.59,40.75,Upgrade
Cash & Cash Equivalents,64.9,175.15,57.15,83.83,52.96,58.6,36.67,39.17,48.59,40.75,Upgrade
Cash Growth,-62.95%,206.49%,-31.83%,58.29%,-9.63%,59.83%,-6.39%,-19.40%,19.26%,-47.65%,Upgrade
"Property, Plant & Equipment",36.04,23.95,18.38,18.98,13.52,13.74,14.06,14.76,15.05,16.15,Upgrade
Goodwill and Intangibles,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.02,9.2,9.71,Upgrade
Total Assets,"1,699.58","1,773.81","1,535.04","1,269.16","1,209.59","1,179.81","1,127.44","1,035.3","1,001.45",984.59,Upgrade
Total Liabilities,"1,585.38","1,616.74","1,389.86","1,141.63","1,091.19","1,064.67","1,010.95",923.92,897.93,889.2,Upgrade
Total Debt,25.77,24.45,24.89,5.16,0,0,24.27,0,9.08,36.24,Upgrade
Debt Growth,5.41%,-1.78%,382.21%,-,-,-,-,-,-74.95%,-33.65%,Upgrade
Common Stock,39.59,41,39.47,38.57,40.83,38.95,37.63,36.58,35.17,34.19,Upgrade
Retained Earnings,125.89,116.61,102.52,94.95,83.95,82.22,83.08,78.52,71.45,65.9,Upgrade
Comprehensive Income,-51.29,-0.55,3.19,-5.99,-6.38,-6.03,-4.22,-3.72,-3.1,-4.7,Upgrade
Shareholders' Equity,114.2,157.07,145.18,127.53,118.4,115.14,116.49,111.38,103.52,95.39,Upgrade
Total Liabilities and Equity,"1,699.58","1,773.81","1,535.04","1,269.16","1,209.59","1,179.81","1,127.44","1,035.3","1,001.45",984.59,Upgrade
Net Cash / Debt,39.13,150.7,32.26,78.67,52.96,58.6,12.4,39.17,39.51,4.51,Upgrade
Net Cash / Debt Growth,-74.03%,367.17%,-58.99%,48.55%,-9.63%,372.80%,-68.35%,-0.88%,776.53%,-80.58%,Upgrade
Book Value Per Share,26.03,35.44,33.20,29.35,26.91,26.48,27.10,26.14,24.63,22.99,Upgrade
