Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,74.32,115.72,149.43,49.98,23.54,83.75,63.31,52.14,35.45,43.06,Upgrade
Cash & Cash Equivalents,74.32,115.72,149.43,49.98,23.54,83.75,63.31,52.14,35.45,43.06,Upgrade
Cash Growth,-35.78%,-22.56%,198.99%,112.31%,-71.89%,32.29%,21.42%,47.08%,-17.68%,-48.16%,Upgrade
"Property, Plant & Equipment",36.85,36.94,39.27,41.37,37.86,30.88,27.16,25.2,25.63,26.91,Upgrade
Goodwill and Intangibles,12.43,12.05,11,11,11,11,11,11,11,11,Upgrade
Total Assets,"1,848.17","1,729.84","1,733.41","1,442.03","1,383.76","1,336.47","1,318.19","1,323.46","1,332.3","1,334.05",Upgrade
Total Liabilities,"1,696.38","1,587.94","1,602.37","1,316.09","1,266.69","1,228.08","1,204.49","1,202.69","1,223.3","1,232.16",Upgrade
Total Debt,97.87,91.39,153.05,152.9,178.64,169.77,167.74,183.37,222.41,226.35,Upgrade
Debt Growth,7.09%,-40.29%,0.10%,-14.41%,5.22%,1.21%,-8.52%,-17.55%,-1.74%,1.96%,Upgrade
Common Stock,24.48,23.73,30.22,32.43,31.99,31.62,42.24,52.05,51.86,51.72,Upgrade
Retained Earnings,166.34,145.49,129.69,119.48,109.48,101.36,92.92,87.67,77.38,74.38,Upgrade
Comprehensive Income,-39.03,-27.31,-28.86,-25.97,-24.4,-24.59,-21.47,-18.94,-20.23,-24.21,Upgrade
Shareholders' Equity,151.79,141.9,131.05,125.94,117.07,108.39,113.7,120.77,109,101.88,Upgrade
Total Liabilities and Equity,"1,848.17","1,729.84","1,733.41","1,442.03","1,383.76","1,336.47","1,318.19","1,323.46","1,332.3","1,334.05",Upgrade
Net Cash / Debt,-23.55,24.33,-3.62,-102.92,-155.1,-86.02,-104.43,-131.22,-186.96,-183.29,Upgrade
Net Cash Per Share,-3.54,3.62,-0.52,-14.49,-21.91,-12.41,-16.67,-21.00,-30.05,-29.53,Upgrade
Book Value Per Share,22.83,21.15,18.71,17.74,16.54,15.64,18.15,19.33,17.52,16.41,Upgrade
