Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,77.43,85.74,62.5,52.83,69.28,53.82,37.52,31.56,30.82,27.12,Upgrade
Cash & Cash Equivalents,77.43,85.74,62.5,52.83,69.28,53.82,37.52,31.56,30.82,27.12,Upgrade
Cash Growth,-9.69%,37.19%,18.30%,-23.74%,28.73%,43.46%,18.87%,2.41%,13.63%,101.76%,Upgrade
Receivables,9.7,9.28,9.36,10.66,9.26,10.53,9.15,8.83,8.33,8.06,Upgrade
"Property, Plant & Equipment",29.02,31.63,35.85,39.7,3.44,2.45,2.41,2.43,2.35,1.91,Upgrade
Goodwill and Intangibles,85.02,87.6,90.23,92.96,35.06,36.75,38.57,40.01,31.18,32.62,Upgrade
Total Assets,212.68,229.32,213.8,214.25,133.36,117.36,112.28,108.21,99.7,100.73,Upgrade
Accounts Payable,1.7,19.82,18.04,18.53,2.95,3.51,4.49,4.03,3.29,6.59,Upgrade
Total Liabilities,86.84,112.51,110.41,116.44,50.96,45.24,46.2,46.57,46.63,52.56,Upgrade
Total Debt,36.23,41.65,48.99,56.24,0,0.74,2.49,4.51,4.15,11.3,Upgrade
Debt Growth,-13.00%,-14.98%,-12.90%,-,-,-70.23%,-44.93%,8.82%,-63.30%,240.97%,Upgrade
Common Stock,44.83,52.57,51.18,49.39,43.72,41.74,41.39,41.08,39.3,39.12,Upgrade
Retained Earnings,39.76,27.78,19.5,15.65,12.33,7.36,5.92,4.76,3.22,2.1,Upgrade
Shareholders' Equity,84.59,80.35,70.68,65.04,56.05,49.1,47.31,45.84,42.52,41.22,Upgrade
Total Liabilities and Equity,171.44,192.86,181.08,181.48,107.01,94.34,93.5,92.41,89.15,93.78,Upgrade
Net Cash / Debt,41.2,44.1,13.51,-3.41,69.28,53.08,35.03,27.05,26.67,15.82,Upgrade
Net Cash / Debt Growth,-6.57%,226.34%,-,-,30.52%,51.53%,29.51%,1.41%,68.61%,56.19%,Upgrade
Net Cash Per Share,4.19,4.55,1.42,-0.39,8.34,6.54,4.36,3.44,3.51,1.89,Upgrade
Book Value Per Share,8.64,8.31,7.44,7.39,6.75,6.05,5.89,5.83,5.59,5.06,Upgrade
