Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,77.86,530.17,196.19,31.93,28.61,25.46,47.39,30.34,38.32,20.86,Upgrade
Cash & Cash Equivalents,77.86,530.17,196.19,31.93,28.61,25.46,47.39,30.34,38.32,20.86,Upgrade
Cash Growth,-85.31%,170.24%,514.46%,11.59%,12.36%,-46.27%,56.22%,-20.84%,83.74%,-46.80%,Upgrade
"Property, Plant & Equipment",30.59,36.28,37.82,39.2,32.35,35.79,8.23,8.88,9.45,6.32,Upgrade
Goodwill and Intangibles,107.86,106.42,107.78,109.15,110.56,110.66,11.39,11.61,11.87,9.97,Upgrade
Total Assets,"3,571.54","3,407.35","3,088.67","2,722.17","2,701.3","2,614.25","1,142.44","1,036.11",916.65,716.19,Upgrade
Total Liabilities,"3,177.13","2,995.47","2,698.12","2,344.93","2,353.01","2,291.48","1,016.1",916.47,802.67,609.57,Upgrade
Total Debt,432.52,211.49,239.63,199.68,238.73,407.75,95,84.38,54.04,64.8,Upgrade
Debt Growth,104.51%,-11.74%,20.01%,-16.36%,-41.45%,329.21%,12.58%,56.13%,-16.59%,1.78%,Upgrade
Common Stock,312.97,311.37,309.11,307,305.89,305.17,105.01,104.51,104.19,97.24,Upgrade
Retained Earnings,107.29,99.4,77.96,69.46,44.99,18.75,22.13,15.74,12.81,12.56,Upgrade
Comprehensive Income,-25.85,1.11,3.49,0.78,-2.59,-1.15,-0.79,-0.61,-3.02,-3.19,Upgrade
Shareholders' Equity,394.4,411.88,390.55,377.24,348.29,322.77,126.34,119.64,113.98,106.61,Upgrade
Total Liabilities and Equity,"3,571.54","3,407.35","3,088.67","2,722.17","2,701.3","2,614.25","1,142.44","1,036.11",916.65,716.19,Upgrade
Net Cash / Debt,-354.67,318.68,-43.45,-167.75,-210.12,-382.28,-47.61,-54.05,-15.72,-43.94,Upgrade
Book Value Per Share,15.99,16.76,16.03,15.60,14.48,13.50,10.30,9.80,9.35,9.20,Upgrade
