Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,9.02,9.02,59.14,16.46,17.08,30.01,11.71,41.15,41.08,47.36,Upgrade
Cash & Cash Equivalents,9.02,9.02,59.14,16.46,17.08,30.01,11.71,41.15,41.08,47.36,Upgrade
Cash Growth,0.04%,-84.75%,259.26%,-3.63%,-43.09%,156.24%,-71.53%,0.16%,-13.26%,-34.79%,Upgrade
Receivables,3.49,3.06,2.3,3.48,4.68,5.09,9.68,12.27,11.44,11.13,Upgrade
Total Assets,327.99,433.51,357.66,385.27,467.15,454.12,612.46,718.3,"1,042.64",998.17,Upgrade
Accounts Payable,1.32,1.69,1.16,1.48,3.23,2.71,3.67,4.2,6.18,7.14,Upgrade
Total Liabilities,189.32,188.91,132.23,137.27,152.42,65.7,226.46,357.36,521.83,471.92,Upgrade
Total Debt,186.32,185.38,130.02,134.38,148.19,62.34,219.97,347.75,512.42,457.67,Upgrade
Debt Growth,0.51%,42.58%,-3.25%,-9.31%,137.71%,-71.66%,-36.74%,-32.14%,11.96%,38.55%,Upgrade
Common Stock,435.24,434.96,453.15,452.32,457.45,529.81,562.57,594.61,623.62,561.87,Upgrade
Retained Earnings,-296.56,-190.36,-227.72,-204.33,-142.72,-141.39,-43.62,-30.18,-3.25,-3.16,Upgrade
Comprehensive Income,0,0,0,0,0,0,-132.95,-203.5,-99.56,-32.47,Upgrade
Shareholders' Equity,138.67,244.6,225.43,248,314.72,388.42,385.99,360.93,520.81,526.24,Upgrade
Total Liabilities and Equity,327.99,433.51,357.66,385.27,467.15,454.12,612.46,718.3,"1,042.64",998.17,Upgrade
Net Cash / Debt,-177.31,-176.37,-70.88,-117.92,-131.11,-32.33,-208.26,-306.6,-471.34,-410.31,Upgrade
Net Cash Per Share,-3.56,-3.55,-1.43,-2.47,-2.64,-0.55,-3.37,-4.39,-6.85,-6.71,Upgrade
Book Value Per Share,2.79,4.93,4.56,5.19,6.34,7.54,7.44,6.04,8.85,10.30,Upgrade
