Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Cash & Equivalents,58.49,15.84,9.96,24.69,25.4,15.7,3.54,3.09,7.65,8.41,Upgrade
Short-Term Investments,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,Upgrade
Cash & Cash Equivalents,58.5,15.85,9.96,24.7,25.4,15.71,3.54,3.09,7.65,8.41,Upgrade
Cash Growth,269.15%,59.03%,-59.65%,-2.79%,61.73%,343.35%,14.55%,-59.58%,-9.05%,-3.70%,Upgrade
Receivables,2.31,3.07,2.78,3.68,4.67,4.91,4.81,4.05,3.14,2.4,Upgrade
Other Current Assets,0.85,0.79,0.64,0.63,0.67,1.61,1.78,2.27,1.39,0.87,Upgrade
Total Current Assets,61.66,19.71,13.38,29.01,30.74,22.23,10.14,9.41,12.18,11.68,Upgrade
"Property, Plant & Equipment",0.97,1.32,0.57,0.36,0.38,0.25,0.3,0.32,0.24,0.26,Upgrade
Goodwill and Intangibles,80.87,80.64,80.64,80.64,78.16,74.63,74.36,62.68,62.49,62.43,Upgrade
Other Long-Term Assets,0.16,0.24,0.19,0.19,0.19,0.15,0.15,0.72,0.41,0.36,Upgrade
Total Long-Term Assets,82,82.2,81.4,81.2,78.74,75.03,74.8,63.72,63.13,63.05,Upgrade
Total Assets,143.65,101.91,94.79,110.21,109.48,97.26,84.94,73.13,75.32,74.73,Upgrade
Accounts Payable,3.32,4.15,3.81,5.54,7.08,7.35,6.58,4.7,3.54,3.09,Upgrade
Current Debt,0.37,0.36,0.33,4.33,4.23,4.23,4.23,4.38,3.75,1.84,Upgrade
Other Current Liabilities,1.03,1.05,0.95,1.5,0.72,0.88,0.42,1.19,0.14,7.54,Upgrade
Total Current Liabilities,4.72,5.56,5.09,11.36,12.04,12.46,11.22,10.27,7.43,12.47,Upgrade
Long-Term Debt,39.15,0.65,0,13.05,17.5,21.73,25.96,30.63,22.97,15.03,Upgrade
Other Long-Term Liabilities,13.49,12.44,11.52,10.27,8.97,11.54,10.43,9.15,7.5,17.45,Upgrade
Total Long-Term Liabilities,52.64,13.08,11.52,23.32,26.47,33.27,36.39,39.77,30.47,32.48,Upgrade
Total Liabilities,57.35,18.64,16.61,34.68,38.5,45.73,47.61,50.04,37.9,44.95,Upgrade
Total Debt,39.52,1.01,0.33,17.38,21.73,25.96,30.18,35,26.72,16.87,Upgrade
Debt Growth,3831.94%,204.55%,-98.10%,-20.03%,-16.29%,-14.01%,-13.76%,30.98%,58.43%,775.30%,Upgrade
Common Stock,20.95,19.96,18.71,17.67,16.78,14.94,13.28,11.65,10.85,9.95,Upgrade
Retained Earnings,65.35,63.3,59.47,57.86,54.2,36.59,24.05,11.44,26.56,19.84,Upgrade
Shareholders' Equity,86.3,83.26,78.18,75.53,70.98,51.53,37.33,23.1,37.41,29.79,Upgrade
Total Liabilities and Equity,143.65,101.91,94.79,110.21,109.48,97.26,84.94,73.13,75.32,74.73,Upgrade
Net Cash / Debt,18.98,14.84,9.63,7.32,3.68,-10.25,-26.64,-31.91,-19.07,-8.45,Upgrade
Net Cash / Debt Growth,27.89%,54.05%,31.59%,99.16%,-,-,-,-,-,-,Upgrade
Net Cash Per Share,2.51,2.00,1.31,0.94,0.47,-1.32,-3.45,-3.57,-2.16,-0.97,Upgrade
Working Capital,56.94,14.15,8.29,17.65,18.71,9.77,-1.09,-0.85,4.75,-0.79,Upgrade
Book Value Per Share,11.53,11.30,10.63,9.74,9.09,6.70,4.91,2.62,4.26,3.42,Upgrade
