Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,"1,769","1,811","2,597","1,832","1,685","1,071.5","2,051.5","1,757.4","1,219.5","1,919.5",Upgrade
Short-Term Investments,90,91,99,98,133,111.8,173.4,474.8,458.1,186.8,Upgrade
Cash & Cash Equivalents,"1,859","1,902","2,696","1,930","1,818","1,183.3","2,224.9","2,232.2","1,677.6","2,106.3",Upgrade
Cash Growth,-2.26%,-29.45%,39.69%,6.16%,53.64%,-46.82%,-0.33%,33.06%,-20.35%,18.78%,Upgrade
Receivables,"1,652","1,720","1,430","1,419","1,287","1,147.2",887.4,802,792.4,694.2,Upgrade
Other Current Assets,583,389,383,330,282,250.1,140.8,208.9,216.4,168.3,Upgrade
Total Current Assets,"4,094","4,011","4,509","3,679","3,387","2,580.6","3,253.1","3,243.1","2,686.4","2,968.8",Upgrade
"Property, Plant & Equipment",848,785,671,748,320,325.1,325.9,306.4,302.3,278.7,Upgrade
Goodwill and Intangibles,"8,049","8,466","6,380","5,220","5,347","5,384.8","1,320","1,275.4","1,366.6",886.8,Upgrade
Other Long-Term Assets,"1,358","1,418",849,618,472,303.7,428.3,278.1,313.7,260.8,Upgrade
Total Long-Term Assets,"10,255","10,669","7,900","6,586","6,139","6,013.6","2,074.2","1,859.9","1,982.6","1,426.3",Upgrade
Total Assets,"14,349","14,680","12,409","10,265","9,526","8,594.2","5,327.3","5,103","4,669","4,395.1",Upgrade
Accounts Payable,"1,011","1,142","1,039",773,696,750.3,"1,444.3",566.6,557.6,538.9,Upgrade
Deferred Revenue,"1,333","1,335","1,187","1,162","1,075","1,023.6",818,767.7,756.8,707.6,Upgrade
Current Debt,106,105,94,89,450,429.4,300,0,0,0,Upgrade
Other Current Liabilities,-75,-86,-98,-112,-122,-140,-134.1,-115.8,-114.7,-105.2,Upgrade
Total Current Liabilities,"2,375","2,496","2,222","1,912","2,099","2,063.3","2,428.2","1,218.5","1,199.7","1,141.3",Upgrade
Long-Term Debt,"7,757","7,868","6,849","6,066","5,226","5,111.1","3,063","3,380.6","2,547.3","2,101.8",Upgrade
Other Long-Term Liabilities,"1,528","1,400","1,575","1,450","1,545","1,534.7",863.4,836.9,879.1,724.1,Upgrade
Total Long-Term Liabilities,"9,285","9,268","8,424","7,516","6,771","6,645.8","3,926.4","4,217.5","3,426.4","2,825.9",Upgrade
Total Liabilities,"11,660","11,764","10,646","9,428","8,870","8,709.1","6,354.6","5,436","4,626.1","3,967.2",Upgrade
Total Debt,"7,863","7,973","6,943","6,155","5,676","5,540.5","3,363","3,380.6","2,547.3","2,101.8",Upgrade
Debt Growth,-1.38%,14.84%,12.80%,8.44%,2.45%,64.75%,-0.52%,32.71%,21.20%,25.77%,Upgrade
Common Stock,"-10,456","-9,625","-9,010","-8,605","-7,709","-7,620.9","-7,549","-6,934.5","-5,996.9","-4,910.5",Upgrade
Retained Earnings,"13,618","12,762","11,011","9,656","8,594","7,465.4","6,688.9","6,709","6,044.3","5,302.1",Upgrade
Comprehensive Income,-643,-410,-432,-439,-426,-172.2,-364.9,-339.5,-235.2,-54.6,Upgrade
Shareholders' Equity,"2,519","2,727","1,569",612,459,-327.7,"-1,225",-565,-187.8,337,Upgrade
Total Liabilities and Equity,"14,179","14,491","12,215","10,040","9,329","8,381.4","5,129.6","4,871","4,438.3","4,304.2",Upgrade
Net Cash / Debt,"-6,004","-6,071","-4,247","-4,225","-3,858","-4,357.2","-1,138.1","-1,148.4",-869.7,4.5,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-95.59%,Upgrade
Net Cash Per Share,-32.51,-32.31,-22.44,-22.05,-19.85,-22.44,-5.82,-5.65,-4.05,0.02,Upgrade
Working Capital,"1,719","1,515","2,287","1,767","1,288",517.3,824.9,"2,024.6","1,486.7","1,827.5",Upgrade
Book Value Per Share,13.70,14.63,8.36,3.23,2.40,-1.72,-6.36,-2.82,-0.89,1.54,Upgrade
