Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,650.6,"1,219.47","1,107.1",456.85,503.71,612.74,707.27,718.16,671.45,583.04,Upgrade
Cash & Cash Equivalents,650.6,"1,219.47","1,107.1",456.85,503.71,612.74,707.27,718.16,671.45,583.04,Upgrade
Cash Growth,-46.65%,10.15%,142.34%,-9.30%,-17.79%,-13.37%,-1.52%,6.96%,15.16%,7.17%,Upgrade
"Property, Plant & Equipment",77.28,81.12,82.3,86.1,34.69,35.16,35.47,37.64,38.57,34.41,Upgrade
Total Assets,"6,000.05","6,196.55","5,901.8","5,221.32","4,958.91","4,908.01","4,868.81","4,734.99","4,644.44","4,521.45",Upgrade
Total Liabilities,"5,400.07","5,595.42","5,333.64","4,683.07","4,469.04","4,449.7","4,436.12","4,321.68","4,251","4,159.64",Upgrade
Total Debt,171.68,297.41,267.54,205.22,161.89,242.99,209.41,191.23,189.12,204.16,Upgrade
Debt Growth,-42.27%,11.16%,30.37%,26.76%,-33.37%,16.04%,9.51%,1.12%,-7.37%,27.72%,Upgrade
Common Stock,233.35,239.93,242.25,245.73,243.78,240.68,237.42,234.08,231.21,228.18,Upgrade
Retained Earnings,393.83,349.06,313.97,288.07,256.4,219.44,201.52,184.01,166.75,147.43,Upgrade
Comprehensive Income,-27.19,12.15,11.94,4.46,-10.31,-1.81,-6.25,-4.78,-4.51,-13.8,Upgrade
Shareholders' Equity,599.99,601.13,568.16,538.26,489.87,458.31,432.69,413.31,393.44,361.81,Upgrade
Total Liabilities and Equity,"6,000.05","6,196.55","5,901.8","5,221.32","4,958.91","4,908.01","4,868.81","4,734.99","4,644.44","4,521.45",Upgrade
Net Cash / Debt,478.92,922.06,839.56,251.63,341.82,369.75,497.87,526.93,482.33,378.88,Upgrade
Net Cash / Debt Growth,-48.06%,9.83%,233.65%,-26.39%,-7.55%,-25.73%,-5.52%,9.25%,27.30%,-1.38%,Upgrade
Book Value Per Share,31.49,31.28,29.46,27.77,25.34,23.84,22.61,21.69,20.73,19.15,Upgrade
