Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,11.96,24.29,19.46,32.39,21.14,48.38,12.04,13.55,9.91,19.92,Upgrade
Cash & Cash Equivalents,11.96,24.29,19.46,32.39,21.14,48.38,12.04,13.55,9.91,19.92,Upgrade
Cash Growth,-50.77%,24.80%,-39.91%,53.24%,-56.31%,301.69%,-11.12%,36.79%,-50.27%,789.39%,Upgrade
Receivables,80.35,52.61,57.28,53.46,40.33,41.74,43.85,41.89,45.82,46.13,Upgrade
"Property, Plant & Equipment",10.54,9.29,8.08,7.62,6.06,4.77,3.01,3.15,2.45,2.04,Upgrade
Goodwill and Intangibles,0.5,0.5,0.5,0.5,0.67,1.01,1.35,1.76,2.23,2.71,Upgrade
Total Assets,320.33,331.31,317.58,321.2,266.75,254.55,169.45,149.13,135,116.78,Upgrade
Accounts Payable,19.71,20.67,15.41,21.7,8.75,10.05,7.59,6.52,6.02,5.78,Upgrade
Deferred Revenue,118.11,107.51,90.1,98.12,81.72,69.91,61.85,55.33,46.41,39.32,Upgrade
Total Liabilities,284.16,255.64,224.78,232.98,178.09,159.97,112.77,103.85,94.5,81.07,Upgrade
Total Debt,25.16,29.82,29.65,29.47,29.3,29.13,0,0,0,0,Upgrade
Debt Growth,-15.64%,0.59%,0.60%,0.60%,0.58%,-,-,-,-,-,Upgrade
Common Stock,69.07,67.02,66.99,66.54,65.17,66.32,36.04,31.19,31.35,31.22,Upgrade
Retained Earnings,-16.95,6.86,15.93,16.91,26.38,27.15,20.56,13.61,8.2,4.19,Upgrade
Comprehensive Income,-15.96,1.8,9.88,4.77,-2.88,1.1,0.07,0.48,0.95,0.31,Upgrade
Shareholders' Equity,36.17,75.67,92.8,88.22,88.67,94.58,56.68,45.28,40.5,35.71,Upgrade
Total Liabilities and Equity,320.33,331.31,317.58,321.2,266.75,254.55,169.45,149.13,135,116.78,Upgrade
Net Cash / Debt,-13.2,-5.53,-10.18,2.92,-8.16,19.25,12.04,13.55,9.91,19.92,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,59.86%,-11.12%,36.79%,-50.27%,1810.09%,Upgrade
Net Cash Per Share,-1.24,-0.52,-0.95,0.27,-0.76,1.82,1.54,1.84,1.35,4.91,Upgrade
Book Value Per Share,3.40,7.15,8.66,8.19,8.30,9.10,7.33,6.18,5.56,8.98,Upgrade
