Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,92.56,92.16,94.85,75.93,121.03,118.56,76.16,61.38,66.02,36.94,Upgrade
Cash & Cash Equivalents,92.56,92.16,94.85,75.93,121.03,118.56,76.16,61.38,66.02,36.94,Upgrade
Cash Growth,0.43%,-2.83%,24.91%,-37.26%,2.08%,55.67%,24.08%,-7.02%,78.71%,-40.13%,Upgrade
Receivables,589.08,487.44,474.18,441.66,415.16,391.78,384.45,344.55,327.86,331.1,Upgrade
Goodwill and Intangibles,481.79,481.79,441.59,441.59,441.59,441.59,441.59,441.59,441.59,441.59,Upgrade
Total Assets,"25,927.14","29,768.05","29,046.73","25,977.46","23,095.72","23,474.99","21,436.09","19,853.21","20,272.26","18,191.74",Upgrade
Deferred Revenue,253.14,65.47,61.73,63.71,61.21,61.43,64.02,67.02,71.7,74.17,Upgrade
Total Liabilities,"21,977.56","21,125.24","20,275.64","18,683.15","17,680.55","17,243.56","16,869.23","15,797.66","15,574.79","14,415.4",Upgrade
Total Debt,"2,077.06","2,026.14","1,922.8","1,647.73","1,665.03","1,460.27","1,397.64","1,233.86","1,230.53","1,219.94",Upgrade
Debt Growth,2.51%,5.37%,16.69%,-1.04%,14.02%,4.48%,13.27%,0.27%,0.87%,-6.78%,Upgrade
Common Stock,-154.65,-216.88,-132.26,-101.85,-117.77,0.94,98.49,209.24,323.17,69.83,Upgrade
Retained Earnings,"6,894.54","6,182.1","5,874.11","5,551.33","5,213.47","4,806.21","3,890.8","3,614.37","3,376.85","3,495.53",Upgrade
Comprehensive Income,"-2,790.31","2,677.58","3,029.24","1,844.83",319.48,"1,424.27",577.57,231.95,997.45,210.98,Upgrade
Shareholders' Equity,"3,949.58","8,642.81","8,771.09","7,294.31","5,415.18","6,231.42","4,566.86","4,055.55","4,697.47","3,776.34",Upgrade
Total Liabilities and Equity,"25,927.14","29,768.05","29,046.73","25,977.46","23,095.72","23,474.99","21,436.09","19,853.21","20,272.26","18,191.74",Upgrade
Net Cash / Debt,"-1,984.5","-1,933.98","-1,827.96","-1,571.79","-1,544.01","-1,341.71","-1,321.48","-1,172.48","-1,164.51","-1,182.99",Upgrade
Book Value Per Share,40.60,85.59,83.80,67.36,48.55,53.98,38.49,32.88,36.52,27.84,Upgrade
