Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Cash & Equivalents,"35,811","88,184","47,990","64,175","30,361","31,583","86,370","71,730","63,269","48,186",Upgrade
Short-Term Investments,"92,774","58,535","90,300","63,822","81,506","84,371","23,432","25,988","27,397","28,785",Upgrade
Cash & Cash Equivalents,"128,585","146,719","138,290","127,997","111,867","115,954","109,802","97,718","90,666","76,971",Upgrade
Cash Growth,-12.36%,6.10%,8.04%,14.42%,-3.52%,5.60%,12.37%,7.78%,17.79%,-1.87%,Upgrade
Receivables,"48,301","39,565","35,852","35,835","35,230","28,578","27,097","23,303","21,852","20,497",Upgrade
Other Current Assets,0,0,0,0,"-147,097","-144,532","-136,899","-121,021","-112,518","-97,468",Upgrade
Total Current Assets,"176,886","186,284","174,142","163,832",0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment","196,965","191,282","187,017","174,341","166,706","158,219","152,773","145,166","137,244","122,214",Upgrade
Long-Term Investments,"454,745","443,063","409,183","348,039","291,486","287,385","159,656","160,035","155,885","157,866",Upgrade
Goodwill,"78,119","73,875","73,734","81,882","81,025","81,258","79,486","62,708","60,714","57,011",Upgrade
Intangible Assets,"29,187","28,486","30,684","31,646","32,148","33,182","34,086","9,797","9,941","9,183",Upgrade
Other Long-Term Assets,0,0,0,0,"-571,365","-560,044","-426,001","-377,706","-363,784","-346,274",Upgrade
Total Long-Term Assets,"759,016","736,706","700,618","635,908",0,0,0,0,0,0,Upgrade
Total Assets,"948,452","958,784","873,729","817,729","707,794","702,095","620,854","552,257","526,186","484,931",Upgrade
Deferred Revenue,"6,820",0,0,0,0,0,0,0,0,0,Upgrade
Current Debt,"2,429","2,351","3,348","4,686","4,373","6,320","2,094","1,989",839,949,Upgrade
Other Current Liabilities,"-6,820",0,0,0,"-4,373","-6,320","-2,094","-1,989",-839,-949,Upgrade
Total Current Liabilities,"2,429","2,351","3,348","4,686",0,0,0,0,0,0,Upgrade
Long-Term Debt,"120,315","111,911","113,547","98,682","93,117","96,267","99,550","82,300","79,370","71,275",Upgrade
Other Long-Term Liabilities,"-117,886","-109,560","-110,199","-93,996","-93,117","-96,267","-99,550","-82,300","-79,370","-71,275",Upgrade
Total Long-Term Liabilities,"2,429","2,351","3,348","4,686",0,0,0,0,0,0,Upgrade
Total Liabilities,"467,835","443,854","422,393","389,166","355,294","350,141","334,495","293,630","283,159","260,446",Upgrade
Total Debt,"122,744","114,262","116,895","103,368","97,490","102,587","101,644","84,289","80,209","72,224",Upgrade
Debt Growth,7.42%,-2.25%,13.09%,6.03%,-4.97%,0.93%,20.59%,5.09%,11.06%,15.12%,Upgrade
Common Stock,8,8,8,8,8,8,8,8,8,8,Upgrade
Retained Earnings,"511,602","534,421","444,626","402,493","321,112","255,786","211,777","187,703","163,620","143,748",Upgrade
Comprehensive Income,"-6,591","-4,027","-4,243","-5,243","-5,015","58,571","37,298","33,982","42,732","44,025",Upgrade
Shareholders' Equity,"472,360","506,199","443,164","424,791","348,703","348,296","283,001","255,550","240,170","221,890",Upgrade
Total Liabilities and Equity,"948,452","958,784","873,729","817,729","703,997","698,437","617,496","549,180","523,329","482,336",Upgrade
Net Cash / Debt,"5,841","32,457","21,395","24,629","14,377","13,367","8,158","13,429","10,457","4,747",Upgrade
Net Cash / Debt Growth,-82.00%,51.70%,-13.13%,71.31%,7.56%,63.85%,-39.25%,28.42%,120.29%,-69.77%,Upgrade
Net Cash Per Share,2.65,14.33,8.95,10.05,5.83,5.42,3.31,5.45,4.24,1.93,Upgrade
Working Capital,"174,457","183,933","170,794","159,146",0,0,0,0,0,0,Upgrade
Book Value Per Share,214.39,223.46,185.29,173.32,141.42,141.19,114.77,103.68,97.42,90.00,Upgrade
