Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"1,398","1,441",801.65,808.04,656.1,635.07,481.92,283.66,437.47,611.38,Upgrade
Cash & Cash Equivalents,"1,398","1,441",801.65,808.04,656.1,635.07,481.92,283.66,437.47,611.38,Upgrade
Cash Growth,-2.98%,79.75%,-0.79%,23.16%,3.31%,31.78%,69.90%,-35.16%,-28.45%,13.84%,Upgrade
Receivables,"6,334","5,755","5,087.13","4,468.28","4,314.17","3,481.32","2,696.08","2,542.1","2,223.01","2,075.78",Upgrade
Total Assets,"39,966","38,185","32,711.5","27,324.05","24,750.99","23,591.79","21,321.5","20,545.42","20,817.82","19,808.04",Upgrade
Accounts Payable,567,450,294.35,291.66,218.44,218.02,190.99,173.09,139.84,116.39,Upgrade
Total Liabilities,"31,525","28,046","22,985.33","18,191.13","16,890.2","15,222.56","13,246.11","12,936.83","12,945.15","12,746.38",Upgrade
Total Debt,"3,084","3,089","1,910.39",633.83,633.61,633.4,633.18,632.96,638.36,488.32,Upgrade
Debt Growth,-0.16%,61.69%,201.40%,0.03%,0.03%,0.03%,0.03%,-0.85%,30.73%,-40.32%,Upgrade
Common Stock,"-1,605","-1,573","-1,376.18","-1,201.8","-1,208.08","-1,155.79","-1,130.77",-781.63,-416.41,44.58,Upgrade
Retained Earnings,"12,042","11,700","10,567.45","10,306.57","9,531.43","9,685.91","9,422.93","8,621.97","7,819.21","6,765.97",Upgrade
Comprehensive Income,"-1,996",12,534.9,28.15,-462.56,-160.89,-216.76,-231.76,48.32,157.73,Upgrade
Shareholders' Equity,"8,441","10,139","9,726.18","9,132.93","7,860.8","8,369.23","8,075.4","7,608.59","7,451.12","6,968.28",Upgrade
Total Liabilities and Equity,"39,966","38,185","32,711.5","27,324.05","24,750.99","23,591.79","21,321.5","20,545.42","20,396.27","19,714.66",Upgrade
Net Cash / Debt,"-1,686","-1,648","-1,108.74",174.2,22.48,1.67,-151.25,-349.3,-200.89,123.06,Upgrade
Net Cash / Debt Growth,-,-,-,674.86%,1244.62%,-,-,-,-,-,Upgrade
Book Value Per Share,215.52,257.54,243.36,223.94,193.39,203.78,197.57,176.60,164.68,145.47,Upgrade
