Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,30.08,83,51.59,14.99,25.25,14.32,11.54,12.7,39.16,23.47,Upgrade
Cash & Cash Equivalents,30.08,83,51.59,14.99,25.25,14.32,11.54,12.7,39.16,23.47,Upgrade
Cash Growth,-63.76%,60.88%,244.29%,-40.66%,76.41%,24.04%,-9.13%,-67.57%,66.84%,-68.75%,Upgrade
"Property, Plant & Equipment",12.14,12.76,13.74,12.4,12.12,11.74,11.88,10.45,10.07,10.72,Upgrade
Goodwill and Intangibles,1.09,1.24,1.39,1.54,1.69,0,0,0,0.07,0.19,Upgrade
Total Assets,757.4,724.46,693.4,685.71,593.21,459.33,438.02,405.12,401.81,389.17,Upgrade
Total Liabilities,697.66,652.76,625.07,625.78,542.57,415.44,395.38,363.63,361.42,350.3,Upgrade
Total Debt,41.83,39.37,36.31,70.26,12.3,25.23,53.37,36.35,35.94,36.86,Upgrade
Debt Growth,6.26%,8.42%,-48.32%,471.30%,-51.26%,-52.73%,46.85%,1.12%,-2.50%,-21.77%,Upgrade
Common Stock,27.13,26.89,26.55,26.48,26.33,21.06,20.61,20.23,19.86,19.46,Upgrade
Retained Earnings,41.95,37.85,32.5,27.91,24.32,23.26,22.48,21.44,20.48,19.6,Upgrade
Comprehensive Income,-9.34,6.96,9.28,5.54,-0.01,-0.42,-0.45,-0.18,0.06,-0.19,Upgrade
Shareholders' Equity,59.74,71.7,68.33,59.92,50.64,43.9,42.64,41.5,40.39,38.87,Upgrade
Total Liabilities and Equity,757.4,724.46,693.4,685.71,593.21,459.33,438.02,405.12,401.81,389.17,Upgrade
Net Cash / Debt,-11.75,43.63,15.28,-55.27,12.96,-10.92,-41.83,-23.64,3.22,-13.39,Upgrade
Net Cash / Debt Growth,-,185.50%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,10.40,12.00,11.43,10.05,8.82,8.08,7.86,7.72,7.51,7.25,Upgrade
