Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,168.52,717.27,563.73,220.16,202.74,242.25,279.77,199.18,218.65,227.93,Upgrade
Cash & Cash Equivalents,168.52,717.27,563.73,220.16,202.74,242.25,279.77,199.18,218.65,227.93,Upgrade
Cash Growth,-76.51%,27.24%,156.06%,8.59%,-16.31%,-13.41%,40.46%,-8.90%,-4.07%,-43.60%,Upgrade
"Property, Plant & Equipment",141.07,132.73,139.17,141.91,132.42,138.02,140.6,129.66,124.84,104.53,Upgrade
Goodwill and Intangibles,10.81,6.08,6.94,8.1,9.29,10.85,12.5,5.76,7.51,4.58,Upgrade
Total Assets,"5,680.7","5,449.94","5,526.42","5,015.07","4,676.2","4,414.52","4,550.66","4,104.19","3,951.33","3,560.25",Upgrade
Accounts Payable,73.81,25.96,29.78,24.9,12.96,13.4,19.48,24.78,20.74,18.5,Upgrade
Total Liabilities,"5,147.62","4,833.19","4,896.68","4,412.01","4,144.22","3,942.86","4,120.86","3,705.96","3,531.59","3,179.55",Upgrade
Total Debt,373.07,244.86,347.4,419.86,402.69,329.42,421.43,411.48,518.94,347.52,Upgrade
Debt Growth,52.36%,-29.52%,-17.26%,4.26%,22.24%,-21.83%,2.42%,-20.71%,49.33%,-11.63%,Upgrade
Common Stock,42.57,38.45,35.14,33.65,30.26,28.34,26.08,24.51,80.43,77.65,Upgrade
Retained Earnings,543.88,545.55,541.45,537.17,492.09,442.08,402.17,368.05,332.28,300.59,Upgrade
Comprehensive Income,-53.36,32.76,53.15,32.25,9.63,1.24,1.56,5.66,7.04,2.46,Upgrade
Shareholders' Equity,533.09,616.75,629.74,603.07,531.98,471.66,429.81,398.23,419.75,380.7,Upgrade
Total Liabilities and Equity,"5,680.7","5,449.94","5,526.42","5,015.07","4,676.2","4,414.52","4,550.66","4,104.19","3,951.33","3,560.25",Upgrade
Net Cash / Debt,-204.55,472.41,216.33,-199.7,-199.94,-87.16,-141.66,-212.3,-300.3,-119.59,Upgrade
Net Cash / Debt Growth,-,118.37%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,43.64,46.24,45.49,42.36,37.57,33.55,30.86,28.71,30.58,27.86,Upgrade
