Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Cash & Equivalents,61.76,183.15,100.89,39.11,50.33,37.02,28.68,28.66,12.74,16.67,Upgrade
Cash & Cash Equivalents,61.76,183.15,100.89,39.11,50.33,37.02,28.68,28.66,12.74,16.67,Upgrade
Cash Growth,-66.28%,81.54%,157.95%,-22.28%,35.95%,29.06%,0.10%,124.87%,-23.56%,-59.34%,Upgrade
"Property, Plant & Equipment",17.97,18.35,16.98,16.7,13.43,12.06,10.95,10.01,9.26,8.68,Upgrade
Goodwill and Intangibles,9.9,11.41,0,0,0,0,0,0,0,0,Upgrade
Total Assets,928.57,987.63,851.39,725.39,674.9,626.34,574.2,527.14,460.87,434.51,Upgrade
Total Liabilities,878.35,918.21,784.65,663.95,619.75,574.68,524.77,478.95,426.09,404.74,Upgrade
Total Debt,20.49,21.02,10.03,5,5,5,0,10,25.19,16.11,Upgrade
Debt Growth,-2.48%,109.59%,100.54%,-,-,-,-,-60.30%,56.38%,34.23%,Upgrade
Common Stock,45.97,47.38,40.28,40.55,40.87,40.87,40.87,40.87,30.13,30.07,Upgrade
Retained Earnings,31.03,23.44,24.67,20.9,16.52,12.27,10.16,7.92,5.03,2.12,Upgrade
Comprehensive Income,-26.78,-1.39,1.79,-0.01,-2.24,-1.47,-1.6,-0.59,-0.39,-2.42,Upgrade
Shareholders' Equity,50.23,69.43,66.73,61.45,55.14,51.67,49.42,48.2,34.78,29.77,Upgrade
Total Liabilities and Equity,928.57,987.63,851.39,725.39,674.9,626.34,574.2,527.14,460.87,434.51,Upgrade
Net Cash / Debt,41.27,162.14,90.86,34.11,45.33,32.02,28.68,18.66,-12.45,0.56,Upgrade
Net Cash / Debt Growth,-74.55%,78.45%,166.36%,-24.74%,41.56%,11.63%,53.76%,-,-,-98.06%,Upgrade
Net Cash Per Share,8.78,34.15,19.03,7.08,9.41,6.65,5.96,4.91,-3.36,0.15,Upgrade
Book Value Per Share,10.69,14.62,13.97,12.77,11.45,10.73,10.26,12.70,9.39,8.07,Upgrade
