Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,301.78,714.62,591.47,253.53,149.91,217.62,51.25,118.52,277.08,120.86,Upgrade
Cash & Cash Equivalents,301.78,714.62,591.47,253.53,149.91,217.62,51.25,118.52,277.08,120.86,Upgrade
Cash Growth,-57.77%,20.82%,133.30%,69.12%,-31.12%,324.66%,-56.76%,-57.23%,129.26%,-7.19%,Upgrade
Receivables,"1,688.79","1,539.92",0,0,0,0,0,0,0,0,Upgrade
Total Assets,"12,782.95","14,330.19","14,648.27","12,553.45","11,931.69","12,225.09","11,894.98","11,612.58","11,351.89","10,830.42",Upgrade
Total Liabilities,"10,592.02","11,790.5","12,108.52","10,437.02","10,030.91","10,392.92","10,173.15","10,000.59","9,795.57","9,382.47",Upgrade
Common Stock,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.75,41.4,Upgrade
Retained Earnings,"2,627.39","2,281.99","2,102.58","2,014.57","1,896.04","1,776.14","1,669.52","1,569.91","1,472.78","1,368.47",Upgrade
Comprehensive Income,-478.22,215.95,395.42,60.11,-37.02,14.28,10.55,0.33,41.79,38.08,Upgrade
Shareholders' Equity,"2,190.92","2,539.69","2,539.75","2,116.43","1,900.78","1,832.17","1,721.83","1,611.99","1,556.32","1,447.95",Upgrade
Total Liabilities and Equity,"12,782.95","14,330.19","14,648.27","12,553.45","11,931.69","12,225.09","11,894.98","11,612.58","11,351.89","10,830.42",Upgrade
Net Cash / Debt,301.78,714.62,591.47,253.53,149.91,217.62,51.25,118.52,277.08,120.86,Upgrade
Net Cash / Debt Growth,-57.77%,20.82%,133.30%,69.12%,-31.12%,324.66%,-56.76%,-57.23%,129.26%,-7.19%,Upgrade
Book Value Per Share,602.56,698.48,698.50,582.07,522.74,503.88,473.53,443.32,428.01,398.36,Upgrade
