Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"1,102.98",306.92,883.61,329.56,209.55,203.8,160.8,80.39,110.93,126.81,Upgrade
Cash & Cash Equivalents,"1,102.98",306.92,883.61,329.56,209.55,203.8,160.8,80.39,110.93,126.81,Upgrade
Cash Growth,259.37%,-65.27%,168.12%,57.27%,2.82%,26.74%,100.03%,-27.53%,-12.53%,113.66%,Upgrade
"Property, Plant & Equipment",64.54,71.91,78.88,59,64.69,53.16,12.01,9.25,9.17,9.86,Upgrade
Goodwill and Intangibles,956.9,970.88,984.08,891.63,909.28,536.34,111.94,58,28.56,24.06,Upgrade
Total Assets,"21,688.02","21,094.43","19,736.54","11,776.01","11,487.39","8,024.5","4,036.31","2,789.6","2,038.9","1,714.19",Upgrade
Total Liabilities,"18,889.63","18,208.12","16,989.9","9,763.42","9,517.69","6,782.51","3,576.57","2,490.62","1,839.31","1,538.96",Upgrade
Total Debt,"1,331.2",888.57,532.51,732.17,777.99,641.41,397.35,265.39,186.95,214.4,Upgrade
Debt Growth,49.81%,66.86%,-27.27%,-5.89%,21.29%,61.42%,49.73%,41.95%,-12.80%,70.42%,Upgrade
Common Stock,"2,363.6","2,352.22","2,355.8","1,595.02","1,674.89","1,064.43",345.41,221.7,147.64,143.49,Upgrade
Retained Earnings,700.04,541.95,330.56,396.05,300.41,177.15,117.05,76.95,51.43,34.82,Upgrade
Comprehensive Income,-265.25,-7.86,60.29,21.52,-5.6,0.42,-2.72,0.33,0.52,-3.08,Upgrade
Shareholders' Equity,"2,798.39","2,886.31","2,746.65","2,012.59","1,969.7","1,242",459.74,298.98,199.59,175.23,Upgrade
Total Liabilities and Equity,"21,688.02","21,094.43","19,736.54","11,776.01","11,487.39","8,024.5","4,036.31","2,789.6","2,038.9","1,714.19",Upgrade
Net Cash / Debt,-228.22,-581.65,351.1,-402.61,-568.45,-437.61,-236.55,-185,-76.03,-87.59,Upgrade
Net Cash Per Share,-2.43,-6.19,4.42,-6.63,-10.41,-11.36,-8.62,-8.61,-4.38,-5.27,Upgrade
Book Value Per Share,29.86,30.86,34.68,33.35,36.50,32.94,17.07,14.13,11.71,11.09,Upgrade
