Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,43.94,31.89,79.52,59.56,19.69,36.84,14.81,11.19,16.65,20.48,Upgrade
Cash & Cash Equivalents,43.94,31.89,79.52,59.56,19.69,36.84,14.81,11.19,16.65,20.48,Upgrade
Cash Growth,37.81%,-59.90%,33.52%,202.48%,-46.55%,148.75%,32.38%,-32.81%,-18.70%,7.59%,Upgrade
"Property, Plant & Equipment",28.23,29.88,29.49,24.27,15.88,12.86,12.59,11.85,11.8,12,Upgrade
Goodwill and Intangibles,62.76,63.91,65.78,58.88,13.73,13.73,13.73,14.11,14.56,15,Upgrade
Total Assets,"2,385.92","2,366.68","1,919.34","1,386.13",670.54,646.54,607.37,567.75,549.64,514.58,Upgrade
Total Liabilities,"2,217.04","2,145.01","1,692.07","1,193.99",590.07,569.99,535.67,497.9,483.45,453.02,Upgrade
Total Debt,85.26,85.02,12.42,33.2,10.03,27.42,20.21,20.79,45.11,32.43,Upgrade
Debt Growth,0.29%,584.74%,-62.60%,230.89%,-63.40%,35.63%,-2.78%,-53.90%,39.11%,62.19%,Upgrade
Common Stock,172.28,171.91,178.75,162.61,54.52,50.29,46.3,46.5,46.55,46.6,Upgrade
Retained Earnings,68.39,52.33,37.49,28.05,26.69,26.02,26,22.14,18.57,14.82,Upgrade
Comprehensive Income,-71.8,-2.58,11.03,1.48,-0.73,0.24,-0.6,1.2,1.07,0.15,Upgrade
Shareholders' Equity,168.87,221.67,227.27,192.14,80.48,76.55,71.7,69.84,66.19,61.56,Upgrade
Total Liabilities and Equity,"2,385.92","2,366.68","1,919.34","1,386.13",670.54,646.54,607.37,567.75,549.64,514.58,Upgrade
Net Cash / Debt,-41.32,-53.13,67.1,26.36,9.66,9.42,-5.41,-9.61,-28.46,-11.95,Upgrade
Net Cash / Debt Growth,-,-,154.56%,172.96%,2.51%,-,-,-,-,-,Upgrade
Book Value Per Share,22.47,29.27,29.16,26.52,22.26,21.12,19.85,19.24,18.19,16.95,Upgrade
