Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,22.7,18.14,31.73,20.77,21.04,25.39,18.87,14.99,15.85,14.69,Upgrade
Cash & Cash Equivalents,22.7,18.14,31.73,20.77,21.04,25.39,18.87,14.99,15.85,14.69,Upgrade
Cash Growth,25.17%,-42.84%,52.81%,-1.29%,-17.14%,34.57%,25.88%,-5.41%,7.88%,9.00%,Upgrade
"Property, Plant & Equipment",39.29,41.74,41.65,40.23,32.63,34.93,30.24,22.1,20.73,19.9,Upgrade
Goodwill and Intangibles,61.05,61.69,62.67,63.23,64.26,33.98,34.77,35.58,32.42,16.98,Upgrade
Total Assets,"1,919.12","1,903.63","1,745.88","1,639.31","1,636.93","1,295.64","1,306.8","1,280.53","1,108.07",932.34,Upgrade
Total Liabilities,"1,718.45","1,665.03","1,505.06","1,411.26","1,417.94","1,145.37","1,163.86","1,140.42",982.37,813.47,Upgrade
Total Debt,96.9,16.47,28.37,46.44,103.26,47.3,42.64,43.33,28,20.76,Upgrade
Debt Growth,488.22%,-41.94%,-38.91%,-55.03%,118.30%,10.94%,-1.61%,54.75%,34.90%,-24.41%,Upgrade
Common Stock,91.38,114.1,121.72,122.94,129.16,65.31,64.83,65.24,55.52,55.12,Upgrade
Retained Earnings,139.25,126.31,115.06,104.43,94.55,87.3,80.74,74.63,69.39,65.48,Upgrade
Comprehensive Income,-29.95,-1.81,4.04,0.67,-4.72,-2.34,-2.62,0.24,0.79,-1.72,Upgrade
Shareholders' Equity,200.68,238.6,240.83,228.05,218.99,150.27,142.94,140.11,125.7,118.87,Upgrade
Total Liabilities and Equity,"1,919.12","1,903.63","1,745.88","1,639.31","1,636.93","1,295.64","1,306.8","1,280.53","1,108.07",932.34,Upgrade
Net Cash / Debt,-74.2,1.66,3.36,-25.68,-82.23,-21.92,-23.77,-28.35,-12.16,-6.07,Upgrade
Net Cash / Debt Growth,-,-50.49%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-6.50,0.13,0.26,-1.96,-6.89,-2.19,-2.38,-2.89,-1.29,-0.76,Upgrade
Book Value Per Share,17.59,18.95,18.65,17.44,18.35,15.02,14.37,14.44,13.52,15.14,Upgrade
