Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,77.13,257.53,71.42,80.08,74.13,70.14,120.44,48.62,50.1,78.01,Upgrade
Cash & Cash Equivalents,77.13,257.53,71.42,80.08,74.13,70.14,120.44,48.62,50.1,78.01,Upgrade
Cash Growth,-70.05%,260.60%,-10.81%,8.02%,5.70%,-41.77%,147.71%,-2.94%,-35.78%,26.19%,Upgrade
"Property, Plant & Equipment",22.48,23.57,27.51,27.44,29.5,29.39,28.89,21.99,21.85,20.39,Upgrade
Goodwill and Intangibles,29.63,30.63,31.66,32.74,33.81,33.59,11.07,7.84,7.97,5.54,Upgrade
Total Assets,"3,608.59","3,371.01","3,220.74","2,593.82","2,522.5","2,340.3","2,032.87","1,796.54","1,637.32","1,410.25",Upgrade
Total Liabilities,"3,305.01","3,008.52","2,876.85","2,284.53","2,249.48","2,084.36","1,827","1,606.2","1,450.23","1,228.58",Upgrade
Total Debt,412.86,191.38,217.16,80.66,107.23,64.64,107.5,117.63,62.38,36.9,Upgrade
Debt Growth,115.73%,-11.87%,169.24%,-24.78%,65.89%,-39.87%,-8.61%,88.58%,69.04%,-50.13%,Upgrade
Common Stock,117.08,116.92,117.12,116.49,115.57,114.08,75.46,65.09,66.76,68.43,Upgrade
Retained Earnings,243.08,234.41,208.37,186.87,164.12,144.2,132.18,122.7,116.03,112.82,Upgrade
Comprehensive Income,-56.58,11.17,18.41,5.93,-6.67,-2.33,-1.76,2.55,4.31,0.43,Upgrade
Shareholders' Equity,303.58,362.49,343.9,309.29,273.02,255.94,205.88,190.34,187.09,181.67,Upgrade
Total Liabilities and Equity,"3,608.59","3,371.01","3,220.74","2,593.82","2,522.5","2,340.3","2,032.87","1,796.54","1,637.32","1,410.25",Upgrade
Net Cash / Debt,-335.73,66.15,-145.75,-0.58,-33.09,5.5,12.94,-69.01,-12.28,41.1,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-57.50%,-,-,-,-,Upgrade
Net Cash Per Share,-22.35,4.31,-9.54,-0.04,-2.14,0.38,0.95,-5.08,-0.87,2.88,Upgrade
Book Value Per Share,20.30,23.78,22.60,20.20,17.89,18.06,15.22,14.14,13.36,12.83,Upgrade
