Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Cash & Equivalents,170.85,677.44,456.56,217.01,76.87,157.95,76.31,51.79,237.66,56.57,Upgrade
Cash & Cash Equivalents,170.85,677.44,456.56,217.01,76.87,157.95,76.31,51.79,237.66,56.57,Upgrade
Cash Growth,-74.78%,48.38%,110.39%,182.30%,-51.33%,106.99%,47.35%,-78.21%,320.14%,-60.95%,Upgrade
"Property, Plant & Equipment",47.34,52.28,57.7,62.82,45.79,48.13,50.09,52.76,55.84,61.12,Upgrade
Goodwill and Intangibles,133.74,135.19,136.63,138.08,97.77,101.93,102.99,105.73,107.14,108.32,Upgrade
Total Assets,"3,135.57","3,194.52","3,011.14","2,798.85","2,244.37","2,388.46","2,386.4","2,462.28","2,607.94","2,602.51",Upgrade
Total Liabilities,"2,713.59","2,766.74","2,584.41","2,370.03","1,911.52","2,037.75","2,047.34","2,119.26","2,256.56","2,273.91",Upgrade
Total Debt,1.87,1.54,0.96,1.6,29.37,80.09,178.71,219.37,229.74,300.4,Upgrade
Debt Growth,22.01%,59.34%,-39.79%,-94.55%,-63.33%,-55.19%,-18.53%,-4.51%,-23.52%,-4.20%,Upgrade
Common Stock,144.73,164.5,191.07,210.79,138.49,171.01,170.69,192.62,215.77,217.52,Upgrade
Retained Earnings,292.97,264.82,237.59,219.54,195.79,180.54,170.38,155.65,141.21,125.83,Upgrade
Comprehensive Income,-15.72,-1.55,-1.92,-1.51,-1.43,-0.84,-2.01,-5.25,-5.61,-14.74,Upgrade
Shareholders' Equity,421.99,427.78,426.73,428.82,332.86,350.71,339.06,343.02,351.37,328.61,Upgrade
Total Liabilities and Equity,"3,135.57","3,194.52","3,011.14","2,798.85","2,244.37","2,388.46","2,386.4","2,462.28","2,607.94","2,602.51",Upgrade
Net Cash / Debt,168.97,675.9,455.6,215.41,47.5,77.87,-102.41,-167.58,7.92,-243.83,Upgrade
Net Cash / Debt Growth,-75.00%,48.36%,111.50%,353.46%,-38.99%,-,-,-,-,-,Upgrade
Net Cash Per Share,10.20,38.84,25.57,13.67,2.85,4.56,-5.90,-8.95,0.41,-11.63,Upgrade
Book Value Per Share,25.54,24.68,24.00,27.33,20.07,20.63,19.58,18.51,19.09,16.60,Upgrade
