Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,83.22,261.93,299.61,67.43,127.97,38.03,18.11,38.27,54.82,62.23,Upgrade
Cash & Cash Equivalents,83.22,261.93,299.61,67.43,127.97,38.03,18.11,38.27,54.82,62.23,Upgrade
Cash Growth,-68.23%,-12.57%,344.35%,-47.31%,236.50%,109.97%,-52.67%,-30.19%,-11.91%,-28.45%,Upgrade
"Property, Plant & Equipment",58.21,58.64,59.89,56.46,39.7,38.02,23.52,22.02,19.21,19.61,Upgrade
Goodwill and Intangibles,17.88,18.82,19.49,20.11,7,7.9,3.06,3.39,3.73,4.07,Upgrade
Total Assets,"3,151.35","2,878.12","2,473.08","2,117.22","1,817.21","1,750.43","1,500.95","1,459.75","1,518.88","1,436.44",Upgrade
Total Liabilities,"2,916.36","2,654.23","2,294.49","1,951.18","1,669.93","1,606.45","1,376.6","1,341.53","1,379.29","1,313.04",Upgrade
Total Debt,183.37,49.64,116.63,86.75,34.54,52.94,43.23,42.22,3.26,6.29,Upgrade
Debt Growth,269.43%,-57.44%,34.45%,151.16%,-34.76%,22.46%,2.39%,1197.11%,-48.23%,-60.32%,Upgrade
Common Stock,173.87,173.87,140.81,120.58,119.48,101.08,89.37,69.19,97.95,85.06,Upgrade
Retained Earnings,76.35,56.65,37.13,43.28,34.95,44.46,38.98,49.93,41.39,47.48,Upgrade
Comprehensive Income,-15.23,-6.63,0.65,2.18,-7.14,-1.56,-4,-0.9,0.24,-9.13,Upgrade
Shareholders' Equity,234.99,223.89,178.59,166.04,147.28,143.98,124.35,118.22,139.58,123.41,Upgrade
Total Liabilities and Equity,"3,151.35","2,878.12","2,473.08","2,117.22","1,817.21","1,750.43","1,500.95","1,459.75","1,518.88","1,436.44",Upgrade
Net Cash / Debt,-100.15,212.3,182.98,-19.32,93.43,-14.91,-25.12,-3.95,51.57,55.94,Upgrade
Net Cash / Debt Growth,-,16.03%,-,-,-,-,-,-,-7.82%,-21.36%,Upgrade
Net Cash Per Share,-9.35,19.81,17.07,-1.81,8.77,-1.40,-2.48,-0.42,5.60,6.07,Upgrade
Book Value Per Share,21.93,20.89,16.66,15.57,13.82,13.51,12.28,12.66,15.15,13.40,Upgrade
