Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,26.66,267.75,86.67,165.43,115.01,119.42,103.2,152.94,167.62,148.14,Upgrade
Cash & Cash Equivalents,26.66,267.75,86.67,165.43,115.01,119.42,103.2,152.94,167.62,148.14,Upgrade
Cash Growth,-90.04%,208.93%,-47.61%,43.84%,-3.69%,15.72%,-32.52%,-8.75%,13.15%,478.22%,Upgrade
"Property, Plant & Equipment",43.85,44.8,44.13,35.26,37.1,36.97,35.8,36.53,37.3,38.23,Upgrade
Goodwill and Intangibles,26.87,27.17,27.48,15.34,15.57,16.02,16.69,16.04,17.01,18.2,Upgrade
Total Assets,"2,332.32","2,264.52","2,086.31","1,657.43","1,521.41","1,509.06","1,451.99","1,405.08","1,338.19","1,312.3",Upgrade
Total Liabilities,"2,136.08","2,053.5","1,891.84","1,492.15","1,369.45","1,367.35","1,312.78","1,274.02","1,214.58","1,199.36",Upgrade
Total Debt,92.08,90.46,76.17,161.17,159.69,167.86,164.57,177.26,167.03,169.84,Upgrade
Debt Growth,1.79%,18.76%,-52.74%,0.93%,-4.87%,2.00%,-7.16%,6.13%,-1.65%,4.36%,Upgrade
Common Stock,15.38,18.59,24.94,12.8,16.11,16.16,15.04,13.72,12.74,13.96,Upgrade
Retained Earnings,217.21,193.81,170.82,154.25,140.52,127.43,125.16,116.17,107.79,99.25,Upgrade
Comprehensive Income,-36.96,-2.09,-1.96,-2.25,-4.67,-1.89,-0.98,1.17,3.09,-0.27,Upgrade
Shareholders' Equity,195.63,210.32,193.81,164.8,151.96,141.7,139.21,131.06,123.61,112.94,Upgrade
Total Liabilities and Equity,"2,331.72","2,263.82","2,085.64","1,656.95","1,521.41","1,509.06","1,451.99","1,405.08","1,338.19","1,312.3",Upgrade
Net Cash / Debt,-65.42,177.28,10.5,4.26,-44.68,-48.44,-61.37,-24.32,0.59,-21.7,Upgrade
Net Cash / Debt Growth,-,1588.42%,146.31%,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-,-,-,-,-12.76,-13.89,-17.76,-7.15,0.17,-,Upgrade
Book Value Per Share,56.25,59.43,53.10,48.14,43.40,40.64,40.30,38.53,36.31,33.69,Upgrade
