Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1996
Cash & Equivalents,241.42,265.41,41.97,22.95,44.77,64.61,55.4,58.66,68.58,115.42,Upgrade
Cash & Cash Equivalents,241.42,265.41,41.97,22.95,44.77,64.61,55.4,58.66,68.58,115.42,Upgrade
Cash Growth,-9.04%,532.41%,82.87%,-48.73%,-30.72%,16.63%,-5.56%,-14.46%,-40.58%,148.78%,Upgrade
"Property, Plant & Equipment",18.52,19.26,17.08,15.46,16.08,16.53,15.19,17.04,24.12,33.33,Upgrade
Goodwill and Intangibles,27.57,27.7,27.84,28,28.18,28.41,25.57,25.57,25.6,25.64,Upgrade
Total Assets,"1,740.1","1,549.16","1,180.81","1,156.92","1,151.54","1,133.94",921.23,858.75,824.52,777,Upgrade
Total Liabilities,"1,582.85","1,397.56","1,031.97","1,023.8","1,034.63","1,022.68",812.96,754.41,726.07,697.96,Upgrade
Total Debt,29.67,29.6,29.73,86.2,29.55,29.54,25.77,25.45,25.51,26.15,Upgrade
Debt Growth,0.25%,-0.46%,-65.50%,191.67%,0.05%,14.64%,1.23%,-0.22%,-2.44%,0.58%,Upgrade
Common Stock,62.27,63.87,64.87,65.32,65.1,64.62,64.46,65.21,65.03,65.29,Upgrade
Retained Earnings,104.93,87.88,81.87,70.43,56.55,48.34,42.73,37.83,33.59,14.17,Upgrade
Comprehensive Income,-9.95,-0.16,2.1,-2.63,-4.75,-1.69,1.08,0.76,-0.65,-1.01,Upgrade
Shareholders' Equity,157.25,151.59,148.84,133.12,116.9,111.26,108.27,103.8,97.98,78.44,Upgrade
Total Liabilities and Equity,"1,740.1","1,549.16","1,180.81","1,156.92","1,151.54","1,133.94",921.23,858.21,824.05,776.4,Upgrade
Net Cash / Debt,211.75,235.81,12.23,-63.25,15.22,35.08,29.64,33.21,43.07,89.27,Upgrade
Net Cash / Debt Growth,-10.20%,1827.50%,-,-,-56.62%,18.36%,-10.76%,-22.90%,-51.75%,337.61%,Upgrade
Net Cash Per Share,9.53,10.57,0.54,-2.79,0.67,1.56,1.32,1.48,1.93,4.00,Upgrade
Book Value Per Share,7.08,6.80,6.55,5.89,5.19,4.95,4.82,4.63,4.38,3.51,Upgrade
