Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,21.81,61.43,69.8,24.92,11.2,7.44,7.32,7.44,6.82,6.16,Upgrade
Cash & Cash Equivalents,21.81,61.43,69.8,24.92,11.2,7.44,7.32,7.44,6.82,6.16,Upgrade
Cash Growth,-64.50%,-11.99%,180.13%,122.46%,50.61%,1.63%,-1.61%,9.08%,10.68%,-68.91%,Upgrade
Receivables,0,0,0,0,0,0,0,0,2.43,2.39,Upgrade
"Property, Plant & Equipment",84.32,67.27,58.76,40.08,29.34,21.96,19.39,18.22,20.1,18.94,Upgrade
Goodwill and Intangibles,42.2,22.58,23.14,18.62,13.62,7.31,7.42,7.55,7.78,7.81,Upgrade
Total Assets,"1,948.38","1,435.93","1,257.63","1,054.26",853.9,716.78,673.93,630.35,539.11,510.53,Upgrade
Total Liabilities,"1,789.97","1,279.2","1,104.7",932.6,759.1,633.17,614.47,574.9,487.4,461.3,Upgrade
Total Debt,128.24,34.87,46.86,113.29,127.1,107.78,97.38,87.67,56.61,40.02,Upgrade
Debt Growth,267.77%,-25.59%,-58.64%,-10.86%,17.92%,10.68%,11.09%,54.86%,41.47%,-16.37%,Upgrade
Common Stock,92.75,67.85,73.11,64.94,48.99,39.36,18.63,17.9,19.14,18.77,Upgrade
Retained Earnings,92.02,85.38,73.98,55.39,46.93,43.94,41.24,37.3,34.82,33.85,Upgrade
Comprehensive Income,-26.36,3.49,5.85,1.33,-1.11,0.31,-0.41,0.25,-2.26,-3.38,Upgrade
Shareholders' Equity,158.42,156.73,152.94,121.66,94.81,83.62,59.46,55.45,51.71,49.23,Upgrade
Total Liabilities and Equity,"1,948.38","1,435.93","1,257.63","1,054.26",853.9,716.78,673.93,630.35,539.11,510.53,Upgrade
Net Cash / Debt,-106.43,26.57,22.94,-88.37,-115.9,-100.34,-90.07,-80.23,-49.79,-33.86,Upgrade
Net Cash / Debt Growth,-,15.80%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-,-,-,-,-,-,-,-,-12.54,-,Upgrade
Book Value Per Share,19.85,23.13,22.64,18.94,17.31,16.72,15.73,14.68,13.20,12.63,Upgrade
