Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,23.31,15.44,2.96,2.49,7.36,4.96,4.99,3.51,5.91,18.09,Upgrade
Short-Term Investments,12.14,6.32,6.32,8.22,8.21,11.67,12.1,15.64,17.82,4.76,Upgrade
Cash & Cash Equivalents,35.45,21.76,9.28,10.71,15.58,16.63,17.1,19.15,23.73,22.84,Upgrade
Cash Growth,62.94%,134.39%,-13.33%,-31.24%,-6.33%,-2.73%,-10.71%,-19.30%,3.87%,-11.56%,Upgrade
Receivables,1.8,2.53,0.97,0.31,1.22,0.52,0.79,1.65,2.51,1.15,Upgrade
Other Current Assets,0.78,2.5,0.29,2.07,0.33,0.32,0.29,0.59,0.58,0.8,Upgrade
Total Current Assets,38.03,26.79,10.54,13.09,17.12,17.47,18.17,21.39,26.82,24.79,Upgrade
"Property, Plant & Equipment",1.46,1.42,1.6,1.71,1.97,2.21,2.47,2.74,3.02,3.09,Upgrade
Long-Term Investments,20.73,33.97,6.58,8.88,9.78,5.77,5.62,6.57,7.61,9.71,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,0,0.04,0.09,0,Upgrade
Other Long-Term Assets,0.47,0.1,0.09,0.06,0.07,0.08,0.09,0.03,0.31,1.1,Upgrade
Total Long-Term Assets,22.66,35.49,8.27,10.65,11.81,8.06,8.17,9.38,11.03,13.89,Upgrade
Total Assets,60.69,62.28,18.82,23.74,28.93,25.52,26.35,30.77,37.85,38.68,Upgrade
Accounts Payable,0.07,0.1,0.03,0.03,0.2,0.12,0.15,0.11,0.22,0.07,Upgrade
Current Debt,0.03,0.04,0.49,0,0,0,0,0,0,0,Upgrade
Other Current Liabilities,4.03,5.01,1.49,1.4,1.58,1.05,1.15,1.51,1.92,1.76,Upgrade
Total Current Liabilities,4.13,5.15,2.01,1.43,1.77,1.17,1.3,1.63,2.14,1.83,Upgrade
Long-Term Debt,0.07,0,0.04,0,0,0,0,0,0,0,Upgrade
Other Long-Term Liabilities,0,2.8,0,0.13,1.1,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,0.07,2.8,0.04,0.13,1.1,0,0,0,0,0,Upgrade
Total Liabilities,4.2,7.95,2.05,1.57,2.87,1.17,1.3,1.63,2.14,1.83,Upgrade
Total Debt,0.09,0.04,0.54,0,0,0,0,0,0,0,Upgrade
Debt Growth,116.28%,-91.96%,-,-,-,-,-,-,-,-,Upgrade
Common Stock,14.24,13.9,14.14,14.16,14.17,14.29,14.39,14.63,14.79,14.92,Upgrade
Retained Earnings,37.98,33.83,2.63,7.76,9.51,9.32,10.29,14.42,19.38,21.27,Upgrade
Comprehensive Income,4.28,6.59,-0,-0.21,1.86,0.26,-0.15,-0.48,0.91,0.65,Upgrade
Shareholders' Equity,56.5,54.32,16.76,21.71,25.54,23.87,24.53,28.57,35.07,36.85,Upgrade
Total Liabilities and Equity,60.69,62.28,18.82,23.28,28.41,25.04,25.83,30.2,37.21,38.68,Upgrade
Net Cash / Debt,35.36,21.72,8.75,10.71,15.58,16.63,17.1,19.15,23.73,22.84,Upgrade
Net Cash / Debt Growth,62.83%,148.23%,-18.33%,-31.24%,-6.33%,-2.73%,-10.71%,-19.30%,3.87%,-11.56%,Upgrade
Net Cash Per Share,2.36,1.44,0.58,0.71,1.03,1.09,1.12,1.24,1.53,1.48,Upgrade
Working Capital,33.9,21.64,8.53,11.66,15.35,16.3,16.87,19.77,24.67,22.96,Upgrade
Book Value Per Share,3.76,3.60,1.11,1.43,1.69,1.57,1.60,1.85,2.27,2.38,Upgrade
