Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Cash & Equivalents,30.94,75.2,61.73,21.47,15.37,22.33,21.81,18.11,10.26,17.79,Upgrade
Cash & Cash Equivalents,30.94,75.2,61.73,21.47,15.37,22.33,21.81,18.11,10.26,17.79,Upgrade
Cash Growth,-58.86%,21.83%,187.51%,39.70%,-31.19%,2.42%,20.42%,76.53%,-42.34%,77.14%,Upgrade
"Property, Plant & Equipment",13.88,14.33,14.75,16.17,16.99,17.57,18.08,17.82,18.58,20.88,Upgrade
Total Assets,798.54,773.99,754,630.33,623.97,603.04,584.38,550.57,530.43,537.73,Upgrade
Accounts Payable,13.19,9.85,8.8,6.82,4.47,4.44,6.18,4.63,4.27,5.82,Upgrade
Total Liabilities,700.04,676.35,697.15,575.68,572.61,553.59,536.65,503.9,484.5,492.41,Upgrade
Total Debt,15.63,23.36,67.41,36.19,35.52,31.91,36.04,31.59,30.5,32.1,Upgrade
Debt Growth,-33.10%,-65.35%,86.27%,1.87%,11.34%,-11.47%,14.07%,3.59%,-4.98%,-22.66%,Upgrade
Common Stock,54.84,59.31,25.05,25.01,24.86,24.7,24.55,24.42,24.27,24.12,Upgrade
Retained Earnings,45.77,39.28,33.16,30.97,27.98,25.76,24.33,23.25,22.38,21.84,Upgrade
Comprehensive Income,-2.11,-0.95,-1.36,-1.33,-1.47,-1,-1.16,-1,-0.72,-0.64,Upgrade
Shareholders' Equity,98.5,97.64,56.85,54.65,51.36,49.46,47.73,46.67,45.93,45.32,Upgrade
Total Liabilities and Equity,798.54,773.99,754,630.33,623.97,603.04,584.38,550.57,530.43,537.73,Upgrade
Net Cash / Debt,15.31,51.85,-5.68,-14.72,-20.16,-9.57,-14.23,-13.49,-20.24,-14.31,Upgrade
Net Cash / Debt Growth,-70.47%,-,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,2.26,8.59,-0.80,-2.53,-3.46,-1.64,-,-,-,-,Upgrade
Book Value Per Share,14.53,16.17,8.00,9.39,8.82,8.50,8.20,8.02,7.90,7.80,Upgrade
