Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"1,755.6","1,523.1","2,151.7","1,781.8","1,425.2","1,902.7","1,204.9","1,172.3","1,506.1","1,398",Upgrade
Cash & Cash Equivalents,"1,755.6","1,523.1","2,151.7","1,781.8","1,425.2","1,902.7","1,204.9","1,172.3","1,506.1","1,398",Upgrade
Cash Growth,15.26%,-29.21%,20.76%,25.02%,-25.10%,57.91%,2.78%,-22.16%,7.73%,59.03%,Upgrade
Receivables,748.7,"1,058.3",863.1,646.6,549.6,565.3,455.1,446,442.8,398.8,Upgrade
"Property, Plant & Equipment","1,035.1",937.4,813,785.2,661.3,652,615.1,607.1,586.4,572.9,Upgrade
Goodwill and Intangibles,"3,272.6","3,606.6",665.7,665.7,665.7,665.7,665.7,665.7,665.7,665.7,Upgrade
Total Assets,"11,643.3","12,509","10,659","9,330.4","7,689.3","7,535.4","6,225","5,106.9","5,644.4","5,033.1",Upgrade
Accounts Payable,406.7,431,187.7,214.5,228.5,216.2,180.8,170.6,143.4,103.9,Upgrade
Total Liabilities,"1,956.4","2,255.3","1,390.3","1,107.3",824.7,718.2,529.2,344.9,249.2,215,Upgrade
Total Debt,329.6,249.2,154.1,146.3,0,0,0,0,0,0,Upgrade
Debt Growth,32.26%,61.71%,5.33%,-,-,-,-,-,-,-,Upgrade
Common Stock,482.8,965.6,700.2,701.6,702.2,895.1,703.5,704.7,808.7,947,Upgrade
Retained Earnings,"8,409.7","8,083.6","7,029.8","6,443.5","5,464.1","4,932.9","4,293.6","3,970.7","4,450.1","3,682.8",Upgrade
Comprehensive Income,-53,-26.5,-23,-43,-42,-3.6,11.5,86.6,136.4,188.3,Upgrade
Shareholders' Equity,"8,839.5","9,022.7","7,707","7,102.1","6,124.3","5,824.4","5,008.6","4,762","5,395.2","4,818.1",Upgrade
Total Liabilities and Equity,"10,795.9","11,278","9,097.3","8,209.4","6,949","6,542.6","5,537.8","5,106.9","5,644.4","5,033.1",Upgrade
Net Cash / Debt,"1,426","1,273.9","1,997.6","1,635.5","1,425.2","1,902.7","1,204.9","1,172.3","1,506.1","1,398",Upgrade
Net Cash / Debt Growth,11.94%,-36.23%,22.14%,14.76%,-25.10%,57.91%,2.78%,-22.16%,7.73%,59.03%,Upgrade
Book Value Per Share,39.56,40.15,34.04,30.39,25.45,24.04,20.57,18.96,20.80,18.47,Upgrade
