Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+66 Quarters
Net Income,6.48,9.9,12.46,12.48,12.08,9.01,11.42,11.39,11.27,10.53,10.77,10.76,9.15,9.19,10.78,10.74,10.84,10.09,10.06,10.32,11.11,7.57,9.34,9.13,9.08,7.52,8,7.73,7.64,6.62,6.51,6.28,6.49,5.46,6.05,5.54,5.96,5.18,5.18,5.31,Upgrade
Depreciation & Amortization,1.43,1.59,1.74,1.74,1.24,3.79,1.8,1.56,1.54,1.6,1.6,1.61,1.56,1.62,1.52,1.58,1.51,1.04,1.03,1.09,0.92,1.03,0.86,0.89,0.82,0.82,0.81,0.74,0.85,0.76,0.71,0.75,0.79,0.73,0.68,0.7,0.75,0.69,0.71,0.71,Upgrade
Share-Based Compensation,0.5,0.74,0.61,0.6,0.52,0.21,0.51,0.53,0.39,0.36,0.32,0.86,0.25,0.99,0.4,0.37,1.3,0.24,0.28,0.15,1.14,0.47,0.61,0.6,0.76,0.2,0.4,0.41,0.51,0.27,0.31,0.31,0.44,0.84,0.28,0.26,0.35,0.18,0.19,0.08,Upgrade
Other Operating Activities,-0.2,-1.21,0.81,-0.78,-3.11,-1,0.6,-0.8,-1.43,6.7,-1.91,-5.68,-2.43,1.33,0.37,0.14,-2.68,4.59,3.08,4.67,-0.43,2.63,2.08,-0.75,2.05,-0.74,3.62,0.32,-3.23,0.48,3.09,1.15,0.72,0.74,4.68,1.66,1.13,1.78,4.92,4.87,Upgrade
Operating Cash Flow,8.22,11.02,15.63,14.05,10.73,12,14.34,12.67,11.77,19.19,10.77,7.55,8.53,13.12,13.06,12.84,10.97,15.96,14.45,16.22,12.75,11.69,12.89,9.87,12.72,7.8,12.83,9.19,5.76,8.13,10.62,8.49,8.43,7.77,11.7,8.16,8.18,7.83,11,10.97,Upgrade
Operating Cash Flow Growth,-23.38%,-8.20%,9.03%,10.88%,-8.88%,-37.45%,33.06%,67.89%,38.07%,46.27%,-17.52%,-41.21%,-22.27%,-17.81%,-9.60%,-20.84%,-13.94%,36.50%,12.09%,64.30%,0.24%,49.91%,0.47%,7.36%,120.63%,-4.02%,20.79%,8.31%,-31.66%,4.55%,-9.19%,4.02%,3.14%,-0.72%,6.35%,-25.60%,-17.31%,157.70%,-3.70%,5.79%,Upgrade
Capital Expenditures,-0.92,5.87,-0.51,-1.1,-1.25,-5.37,-1.42,-0.35,-0.56,-1.19,-0.29,-0.88,-0.64,-0.73,-0.58,-0.77,-0.8,-2.48,-0.75,-1.17,-1.29,-3.68,-2.2,-1.86,-1.15,-3.18,-1.28,-1.28,-1.5,-1.65,-1.13,-1.44,-1.27,-1.16,-1.97,-1.5,-1.61,-0.59,-0.91,-0.75,Upgrade
Change in Investments,74.46,19.57,-5.31,-142.48,-108.55,-167.31,78.67,101.18,-168.85,-10.25,227.07,-89.14,74.12,40.1,33.29,52.06,36.78,6.26,20.87,-113.49,-280.72,-130.02,-46.11,-87.84,-57.85,-106.34,-77.1,-116.29,-95.17,-136.29,-174.49,-41.78,-58.76,-135.63,-63.95,-111.45,13.63,-48.44,-130.01,-100.02,Upgrade
Other Investing Activities,-,-,-,-,-,-20,-,-,-,-,-,-,-,-,-,-,-,1.44,-,-,-20,-,-,-,-25,0.39,-,-,-,-,-,-,-,-16.86,-,-,-,-,-,0.43,Upgrade
Investing Cash Flow,73.54,25.44,-5.83,-143.58,-109.81,-192.68,77.26,100.83,-169.41,-11.45,226.79,-90.02,73.47,39.36,32.71,51.29,35.98,5.22,20.12,-114.65,-302.01,-133.7,-48.31,-89.69,-84,-109.13,-78.38,-117.57,-96.67,-137.95,-175.62,-43.21,-60.03,-153.66,-65.92,-112.95,12.02,-49.03,-130.93,-100.34,Upgrade
