Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.41,3,0.13,2.68,5.37,-0.03,-0.01
Other Operating Activities,1.6,-3.13,-0.26,-2.87,-6.09,0.03,0.01
Operating Cash Flow,2.01,-0.14,-0.13,-0.19,-0.72,0,-0
Share Issuance / Repurchase,0,0,0,0,0,0,0.03
Debt Issued / Paid,0,0,0,0,0,0,0.03
Other Financing Activities,-,-,-,-,-,-,-0.06
Financing Cash Flow,0,0,0,0,0,0,0
Net Cash Flow,-0.11,-0.14,-0.13,-0.19,0.66,0,0
Free Cash Flow,2.01,-0.14,-0.13,-0.19,-0.72,0,-0
Free Cash Flow Per Share,0.10,-0.01,-0.01,-0.01,-0.10,-,-
