Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-30
Net Income,0.24,0.14,0.03,-0.34,-0.08,0,-0,-0,-0
Share-Based Compensation,0.03,0.04,0.04,0.04,0.01,0,0,0,0
Other Operating Activities,-0.35,-0.31,-0.07,-0.82,0.06,-,0,0,0
Operating Cash Flow,-0.08,-0.13,0,-1.13,-0,0,0,0,0
Change in Investments,0.02,0,0,0,-186.15,0,0,0,0
Investing Cash Flow,0.02,0,0,0,-186.15,0,0,0,0
Share Issuance / Repurchase,0,0,0,0,187,0,0,0,0
Debt Issued / Paid,0.05,0.05,0.08,0.65,3.65,0,0,0,0
Other Financing Activities,-,-,-,-,-4.03,-,-,-,-
Financing Cash Flow,0.05,0.05,0.08,0.65,186.62,0,0,0,0
Net Cash Flow,0,-0.08,0.08,-0.47,0.47,0,0,0,0
Free Cash Flow,-0.08,-0.13,0,-1.13,-0,0,0,0,0
Free Cash Flow Per Share,-0.00,-0.01,-,-0.05,-,-,-,-,-
