Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-19
Net Income,2.55,0.8,-0.55,1.87,-0.21,0.9,4.45,-0.01,-0.01
Other Operating Activities,-2.58,-0.99,0.51,-1.91,-0.05,-1.19,-5.22,-0.01,-0.01
Operating Cash Flow,-0.03,-0.19,-0.04,-0.04,-0.26,-0.29,-0.77,-0.03,-0.03
Share Issuance / Repurchase,0,0,0,0,0,0,221.61,0.03,0.03
Debt Issued / Paid,0,0,0,0,0.22,0,0,0,0
Other Financing Activities,-,-,-,-,-,-0.37,-0.22,-,-
Financing Cash Flow,0,0,0,0,0.22,-0.37,221.39,0.03,0.03
Net Cash Flow,-0.03,-0.19,-0.04,-0.04,-0.04,-0.65,1.01,0,0
Free Cash Flow,-0.03,-0.19,-0.04,-0.04,-0.26,-0.29,-0.77,-0.03,-0.03
Free Cash Flow Per Share,-0.00,-0.01,-0.00,-0.00,-0.01,-0.02,-0.04,-0.01,-0.01
