Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,1.27,1.2,0.47,-0.09,-0.46,-0.1,0
Other Operating Activities,-2.14,-1.83,-0.85,-0.26,0.12,-0.49,-
Operating Cash Flow,-0.88,-0.63,-0.38,-0.35,-0.34,-0.59,0
Change in Investments,0.12,0.31,0.1,0.14,-28.98,-222.2,0
Investing Cash Flow,0.12,0.31,0.1,0.14,-28.98,-222.2,0
Share Issuance / Repurchase,0,0,0,0,28.98,224.5,0
Debt Issued / Paid,0.75,0,0,0,0,-0.11,0
Other Financing Activities,-,-,-,-,-,-0.4,-
Financing Cash Flow,0.75,0,0,0,28.98,224,0
Net Cash Flow,-0.01,-0.32,-0.29,-0.21,-0.34,1.2,0
Free Cash Flow,-0.88,-0.63,-0.38,-0.35,-0.34,-0.59,0
Free Cash Flow Per Share,-0.03,-0.02,-0.01,-0.01,-0.01,-0.10,-
