Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-0.72,0.23,-0.11,-0.26,-1.07,-0.01,-0
Share-Based Compensation,0,0,0,0,0.71,0,0
Other Operating Activities,0.61,-0.27,0.06,-0.06,-0.42,0,0
Operating Cash Flow,-0.1,-0.04,-0.05,-0.32,-0.78,-0,-0
Share Issuance / Repurchase,0,0,0,0,119.35,0,0
Debt Issued / Paid,0,0,0,0,-0.23,0,0.1
Other Financing Activities,-,-,-,-,-0.46,-0.05,-
Financing Cash Flow,0,0,0,0,118.67,-0.05,0.1
Net Cash Flow,-0.1,-0.04,-0.05,-0.32,0.59,-0.05,0.1
Free Cash Flow,-0.1,-0.04,-0.05,-0.32,-0.78,-0,-0
Free Cash Flow Per Share,-0.01,-0.00,-0.00,-0.02,-0.19,-0.00,-
