Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,358.3,279.6,410.7,370.4,240.4,159.7,328.6,182.9,153,135.4,231.1,265.5,161,296.2,242,281.2,280.9,249.1,-284.7,285.5,273.5,266.9,252.3,245.1,229.9,248,236,236.8,210.6,226.1,203.8,224.3,212.9,-282.2,219.1,239.4,225.8,210.1,205.7,218.6,Upgrade
Depreciation & Amortization,26.8,27,26.8,26.7,30,29.8,30.4,30.3,29.3,28,29.8,27.3,28.5,27.5,27.7,27.5,27.4,26.5,25.4,24.9,24.6,25,25,26.9,26.5,25.8,25.3,25.2,25.4,25.5,25.4,25.1,23.5,21.9,23.1,22.1,20.8,21.4,20.7,21.5,Upgrade
Other Operating Activities,-234.5,50.3,-160.3,61.7,55.4,290.6,66.2,462.8,-376.1,-972.9,165.5,339.7,30.4,26.1,44.4,117.2,208.5,177.4,646.6,85.9,1.8,-4.4,-50,67.1,53.8,92.9,-67.8,6.1,57.3,41.1,43.8,76.9,163.7,539.9,-24,117.6,100.1,90.5,34.8,-56.9,Upgrade
Operating Cash Flow,150.6,356.9,277.2,458.8,325.8,480.1,425.2,676,-193.8,-809.5,426.4,632.5,219.9,349.8,314.1,425.9,516.8,453,387.3,396.3,299.9,287.5,227.3,339.1,310.2,366.7,193.5,268.1,293.3,292.7,273,326.3,400.1,279.6,218.2,379.1,346.7,322,261.2,183.2,Upgrade
Operating Cash Flow Growth,-53.78%,-25.66%,-34.81%,-32.13%,-,-,-0.28%,6.88%,-,-,35.75%,48.51%,-57.45%,-22.78%,-18.90%,7.47%,72.32%,57.57%,70.39%,16.87%,-3.32%,-21.60%,17.47%,26.48%,5.76%,25.28%,-29.12%,-17.84%,-26.69%,4.69%,25.11%,-13.93%,15.40%,-13.17%,-16.46%,106.93%,30.78%,-24.38%,-4.91%,-47.63%,Upgrade
Capital Expenditures,-29.1,-31.4,-26.4,-22.6,-21.8,-27.9,-24.8,-26.7,-30.9,-19.6,-22,-38.4,-39.1,-43.4,-42.6,-36.8,-28.1,-48.5,-36,-30.5,-29.1,-40.6,-16.9,-20.5,-27.3,-24.9,-18.5,-24.4,-17.2,-26.9,-20.2,-21.7,-31.4,-27.7,-28.4,-30.3,-28.1,-105.5,0,0,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-145.4,0,0,0,0,0,0,0,-0.7,-128.5,0,0,0,-54.3,0,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-11.4,-170,-143.7,-319.9,-170.6,-306.6,-351.1,"-1,125.3",603.4,568,169.1,-874.5,-325.7,-137.6,-158.9,-613.1,-229.2,119.3,50.2,-690.4,148.4,-70.2,-87.9,-136.6,-99.3,-144.6,489,-741.9,-103.8,-236.3,-28.1,-427.4,-208.3,-159.6,-102.7,8.1,-514.2,-83.5,-81.5,19.1,Upgrade
Other Investing Activities,-,-63.3,-6.8,20.6,-,-100.3,-23.2,56.7,16.1,274,-146.5,-300.4,487.4,-6.6,2.8,7.9,-107.9,-268.1,-,-,-,-,-,-,-,-24.7,-10.1,24.3,10.5,5,0.5,330,6.1,-4.4,17.3,-3.4,-13.2,-301,-22.5,-28.4,Upgrade
Investing Cash Flow,-40.5,-264.7,-176.9,-321.9,-192.4,-434.8,-399.1,"-1,095.3",588.6,822.4,0.6,"-1,213.3",122.6,-187.6,-198.7,-642,-365.2,-342.7,14.2,-720.9,119.3,-110.8,-104.8,-157.1,-126.6,-194.9,331.9,-742,-110.5,-258.2,-102.1,-119.1,-233.6,-191.7,-113.8,-25.6,-555.5,-490,-104,-9.3,Upgrade
