Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+26 Quarters
Net Income,1.4,16,18.32,12.62,13.9,14.26,16.31,17.27,21.65,16.71,-19.82,11.71,-1.98,13.37,12.3,10.67,7.29,7.62,6.78,8.16,7.79,-1.59,6.34,7.23,6.71,3.87,6.22,4.76,5.54,8.24,7.62,4.47,4.8,3.91,4.89,4.75,4.97,4.42,4.86,4.53,Upgrade
Depreciation & Amortization,2.89,2.65,1.9,3.14,2.47,1.5,-0.56,0.97,-0.34,0.5,1.71,0.89,1.46,-6.13,4.4,2.57,1.91,4.11,1.64,1.64,1.67,2.93,1.79,1.82,1.89,1.94,2.11,2.18,2.19,0.6,2.22,2.8,0.93,-0.52,1.06,1.03,1.15,1.19,1.27,1.34,Upgrade
Share-Based Compensation,0.65,0.7,0.64,0.64,0.56,0.63,0.47,0.67,0.38,0.25,0.4,0.39,0.35,0.3,0.26,0.31,0.29,0.27,0.26,0.26,0.24,0.3,0.23,0.21,0.12,0.2,0.18,0.18,0.17,0.17,0.17,0.16,0.13,0.12,0.13,0.14,0.11,0.11,0.11,0.1,Upgrade
Other Operating Activities,12.66,-1.35,7.39,1.5,9.25,47.98,-48.32,45.35,-6.67,-50.34,31.04,-5.68,21.58,0.36,4.21,-6.97,2.18,-0.23,0.95,-0.14,1.75,5.47,2.4,-4.32,9.52,0.07,3.35,1.06,4.17,1.63,9.2,-13.14,2.71,2.27,-3.57,3.32,-0.49,1.13,-0.52,6.86,Upgrade
Operating Cash Flow,17.6,18.01,28.24,17.9,26.18,64.37,-32.1,64.26,15.03,-32.88,13.33,7.31,21.41,7.9,21.17,6.59,11.66,11.78,9.63,9.92,11.44,7.12,10.76,4.95,18.25,6.07,11.86,8.18,12.08,10.64,19.21,-5.71,8.56,5.78,2.5,9.24,5.74,6.85,5.72,12.84,Upgrade
Operating Cash Flow Growth,-32.77%,-72.02%,-,-72.15%,74.22%,-,-,779.73%,-29.82%,-,-37.05%,10.87%,83.59%,-32.96%,119.87%,-33.55%,1.90%,65.51%,-10.54%,100.34%,-37.28%,17.20%,-9.27%,-39.46%,51.08%,-42.95%,-38.27%,-,41.10%,84.04%,667.64%,-,49.19%,-15.53%,-56.25%,-27.99%,100.66%,-31.71%,-,58.73%,Upgrade
Capital Expenditures,-0.22,-0.68,-0.71,-0.32,-0.93,0.09,-0.82,-0.29,-0.35,0.02,-0.66,-0.4,-0.4,-1.2,0.31,-0.76,-0.48,-0.62,-0.08,-1.74,-2.59,-1.95,-1.33,-0.67,-1,-0.59,-0.01,-2.15,-0.58,-2.21,-4.59,-4.76,-2.17,-3.92,-2.46,-3.12,-2.77,-1.73,-0.76,-1.58,Upgrade
Acquisitions,0,0,0,31.38,0,0,0,0,0,0,0,0,0,11.44,0,37.05,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.6,0,0,0,0,0,0,0,0.76,Upgrade
Change in Investments,132.63,-70.56,-73.74,-45.42,-113.08,-144.44,-7.12,-144.92,-132.59,-237.44,-137,-430.49,-64.25,-7.36,-28.82,74.63,-14.14,-32.4,15.27,-30.52,-45.36,62.29,-53.06,-9.92,0.74,-104.48,-65.46,15.73,24.79,-45.92,-16.08,94.16,22.2,-21.01,-35.08,7.43,20.92,-20,4.73,33.23,Upgrade
Other Investing Activities,0.13,0.45,0.15,-,0.2,0.13,0.27,0.7,1.01,0.26,0.29,0.49,2.15,0.65,0.56,6.88,-6.02,0.04,0.35,0.42,1.91,-132.62,-11.21,-,-,8.74,-,0,0.43,-,-,-,-,-7.93,0.49,-,-,-,-,-,Upgrade
