Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,52.57,58.67,59.34,60.49,55.97,55.34,58.93,56.38,56.92,58.48,52.86,53.47,37.23,41.39,43.08,42.09,38.25,38.44,40.05,37.63,34.52,36.14,29.37,28.26,26.6,26.67,25.6,26.81,25.7,25.19,25.89,25.31,24,22.59,23.43,21.21,22.34,21.24,19.56,19.49,Upgrade
Depreciation & Amortization,3.07,3.17,3.15,3.21,3.23,3.32,3.34,3.24,3.17,3.3,3.56,2.85,3.09,2.94,2.78,2.96,2.98,3,3.12,3.26,3.18,3.47,3.24,3.3,2.91,2.95,2.94,2.88,2.81,3.08,3,2.6,2.47,3.02,1.67,2.26,2.32,2.26,2.26,2.11,Upgrade
Other Operating Activities,40.25,7.69,33.57,7.96,27.48,28.71,55.29,-8.07,36.68,13.99,-34.02,24.96,-9.09,13.75,-10.2,-8.61,31.03,-13.98,26.76,2.96,7.43,-4.48,25.03,-1.01,37.46,3.3,8.28,-10.69,43.5,-13.1,19.49,-22.77,13.94,6.24,14.03,-6.42,18.73,-7.91,26.55,-18.33,Upgrade
Operating Cash Flow,95.89,69.53,96.06,71.66,86.69,87.36,117.55,51.55,96.77,75.76,22.4,81.27,31.23,58.07,35.67,36.45,72.27,27.45,69.93,43.84,45.13,35.13,57.64,30.55,66.96,32.91,36.82,19.01,72.01,15.17,48.37,5.14,40.41,31.84,39.13,17.04,43.39,15.59,48.37,3.28,Upgrade
Operating Cash Flow Growth,10.62%,-20.41%,-18.28%,39.02%,-10.42%,15.31%,424.82%,-36.58%,209.84%,30.46%,-37.20%,123.00%,-56.78%,111.58%,-48.99%,-16.87%,60.13%,-21.87%,21.33%,43.53%,-32.60%,6.73%,56.55%,60.73%,-7.01%,116.94%,-23.89%,269.53%,78.21%,-52.35%,23.61%,-69.82%,-6.87%,104.21%,-19.09%,420.34%,1.78%,4.79%,117.70%,-82.96%,Upgrade
Capital Expenditures,-3.92,-3.81,-5.55,-2.05,-3.19,-4.89,-2.35,-8.24,-2.9,-3.65,-4.81,-0.97,-5.56,-0.23,-0.02,-1.54,-4.64,-5.23,-3.8,-6.23,-1.54,-0.31,-0.66,-3.56,-3.55,-2.64,-4.23,-4.99,-4.97,-3.32,-5.86,-2.98,-2.88,-3.59,-6.17,-1.93,-1.07,0,-1.7,-1.36,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,0,0,0,61.03,0,0,0,0,0,0,0,18.65,0,0,0,0,0,0,0,0,0,65.2,-1.93,0,0,0,0,0,0,0,-25.71,Upgrade
Change in Investments,125.6,191.53,-215.22,-283.08,-516.64,-790.73,-589.49,-634.11,-578.94,132.84,-342.59,-476.37,-622.12,-177.34,-163.16,-99.1,-1.79,-82.98,2.45,-42.23,-152.37,-240.07,35.42,-1.5,-183.81,-224.97,-74.84,12.5,52.18,-76.73,-23.74,-93.67,-238.33,-316.01,-76.34,-72.7,-97.4,-155.22,-89.65,-95.18,Upgrade
Investing Cash Flow,121.67,187.72,-220.76,-285.13,-519.84,-795.61,-591.84,-642.35,-581.84,129.19,-347.4,-477.34,-566.65,-177.56,-163.18,-100.63,-6.43,-88.21,-1.36,-48.46,-135.26,-240.38,34.75,-5.07,-187.36,-227.61,-79.07,7.51,47.21,-80.05,35.6,-98.57,-241.2,-319.59,-82.51,-74.64,-98.47,-155.21,-91.34,-122.25,Upgrade
Dividends Paid,-24.27,-24.24,-0.02,-45.67,-21.39,-21.38,-21.35,-18.5,-18.48,-18.48,-18.47,-17.07,-16.31,-16.3,-16.29,-14.24,-14.23,-14.22,-14.21,-12.84,-12.59,-12.58,-12.57,-11.9,-11.9,-11.89,-11.89,-10.57,-10.56,-10.55,-10.27,-8.98,-8.97,-8.97,-8.97,-8.32,-8.32,-8.31,-8.31,-7.88,Upgrade
Share Issuance / Repurchase,0.91,0.57,-0.42,-5.98,2.92,1.23,2.06,0.71,1.9,0.73,1.51,-7.72,2.19,0.8,0.31,0.94,2.25,1.06,0.48,0.96,1.36,0.67,1.15,0.55,0.56,0.27,0.05,0.13,0.8,0.26,0.37,0.2,0.73,0.36,0.17,0.2,0.71,0.44,0.26,0.65,Upgrade
Debt Issued / Paid,-9.58,-132.07,6.22,9.77,87.44,22.47,98.71,1.37,118.51,-73.07,53.94,-408.65,476.52,-18.8,38.15,-20.71,-86,87.95,-76.18,84.78,41.16,-20.44,-27.89,19.06,-85.51,-67.99,-43.17,31.58,-90.34,114.77,-133.38,219.26,34.79,25.2,-92.67,51.36,-80.67,-2.61,34.93,168.23,Upgrade
