Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Net Income,14.62,22.41,4.52,-3.87,9.29,62.9,26.25,31.16,38.66,81.88,15.64,17.65,7.82,25.44,3.95,12.38,11.19,8.26,5.07,8.86,6.71,21.19,7.79,-1.32,-4.85,-1.79,-0.71,5.19,-3.85,-3.14,-0.91,0.3,5.72,2.69,4.47,-1.55,3.22,13.31,5.24,2.85,Upgrade
Depreciation & Amortization,8.72,8.65,8.78,8.41,8.57,8.63,8.54,8.53,8.43,8.38,8.39,8.26,8.27,8.11,8.22,14.79,1.71,1.87,1.86,1.6,1.54,1.47,1.4,1.35,1.43,3.66,0.21,1.89,2.32,1.62,2.24,2.04,2.02,2.76,2.44,2.78,2.6,2.73,2.97,2.43,Upgrade
Share-Based Compensation,2,17.07,1.44,-5.5,2.91,6.04,-1.04,15.54,10.6,11.34,2.48,3.77,-1.38,-0.04,5.47,3.34,3.04,-4.38,5.87,3.73,1.48,9.06,1.8,0.98,0.74,2.98,0.63,1.4,0.45,1.7,-1.89,2.97,-0.19,4.47,0.2,-0.36,1.76,5.28,0.69,1.4,Upgrade
Other Operating Activities,-111.46,99.47,133.53,-78.26,-172.91,15.03,81.3,-42.35,-50.42,-7.28,-158.98,195.43,-255.74,22.74,43.24,-83.82,-0.62,44.54,94.17,24.67,-37.27,-13.47,25.01,-29.41,-39.31,-47.77,16.04,-7.83,-39.69,70.22,37.15,-95.1,-44.14,54.67,20.02,38.34,-60.18,-47.71,119.93,-6.89,Upgrade
Operating Cash Flow,-86.12,147.6,148.27,-79.23,-152.15,92.6,115.05,12.87,7.27,94.32,-132.47,225.11,-241.02,56.25,60.89,-53.32,15.33,50.29,106.97,38.85,-27.54,18.25,36,-28.4,-41.99,-42.91,16.17,0.65,-40.77,70.39,36.59,-89.81,-36.58,64.58,27.13,39.21,-52.6,-26.38,128.83,-0.21,Upgrade
Operating Cash Flow Growth,-,59.39%,28.87%,-,-,-1.83%,-,-94.28%,-,67.70%,-,-,-,11.84%,-43.08%,-,-,175.57%,197.14%,-,-,-,122.68%,-,-,-,-55.82%,-,-,8.99%,34.88%,-,-,-,-78.94%,-,-,-,-,-,Upgrade
Capital Expenditures,-3.53,-4.68,-9.32,0.18,-2.49,-0.76,-0.77,-5.74,-1,-0.82,-0.55,-1.84,-1.33,-1.35,-1.73,-3.49,-3.45,-2.02,-2.71,-1.25,-2.7,-2.11,-1.43,-0.53,-1.55,-3.45,2.49,42.44,-1.76,-2.28,-1.7,-1.44,-0.47,-1.03,-1.18,-0.79,-1.4,-1.37,-0.96,-6.57,Upgrade
Other Investing Activities,0.56,0.98,-,1.19,-,-,0.69,1.31,-,0.59,-,-,-,-,1.03,0.7,-,0.6,0.28,-,-0.4,0.55,-,1.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Investing Cash Flow,-2.98,-3.7,-9.32,1.37,-2.49,-0.76,-0.08,-4.43,-1,-0.23,-0.55,-1.84,-1.33,-1.35,-0.71,-2.8,-3.45,-1.42,-2.42,-1.25,-3.1,-1.56,-1.43,0.67,-1.55,-3.45,2.49,42.44,-1.76,-2.28,-1.7,-1.44,-0.47,-1.03,-1.18,-0.79,-1.4,-1.37,-0.96,-6.57,Upgrade
Dividends Paid,-1.67,-1.61,-1.7,-1.84,-1.9,-14.51,-1.91,-1.52,-1.51,-13.98,-1.51,-1.53,-1.56,-1.54,-1.54,-1.43,-1.43,-1.46,-1.46,-1.46,-1.46,-1.44,-1.45,-1.46,-1.48,-1.47,-1.47,-1.47,-1.48,-1.48,-1.51,-1.51,-1.51,-1.5,-1.5,-1.5,-1.49,-1.48,-1.5,-1.5,Upgrade
Share Issuance / Repurchase,-3.69,-1.02,-13.11,-30.22,-16.16,123.48,-4.66,0,0,-0.8,-1.93,-3.83,-8.43,0,-1.97,-4.32,-2.04,-5.89,0.07,0,0,0.03,-2.31,-0.8,-4.36,-0.1,-0.03,-0.16,-3.63,-1.63,-6.62,0,0,0,0,0,0.19,-1.25,-2.02,-0.21,Upgrade
Debt Issued / Paid,18.3,-64.55,-123.7,99.15,8.65,-2.8,-7.3,4.5,-6.92,-75.9,120.12,-190.1,201.67,0,-100.1,50.1,-15,12,-104.5,-39.9,29.1,-11.91,-100.94,84.15,49.9,13.8,-19.9,3.6,48.1,-47.5,-29.8,76.1,42,-76.1,-11.7,-94.8,78.8,23.4,-125,15.8,Upgrade
Other Financing Activities,-5.91,-103.61,-0.05,-,-2.25,2.69,-0.08,-0.16,-4.72,-0.07,-2.82,-0.12,-5.34,-,-1.69,-,-1.01,-0.37,-0.09,-,-2.44,-0.01,-1.66,-,-3.02,-,-5.74,-,-1.34,-1.45,0.04,0.05,-0.32,-0.08,0.02,0.01,1.24,0.01,-0.09,-,Upgrade
Financing Cash Flow,7.03,-170.79,-138.57,67.1,-11.65,108.86,-13.95,2.81,-13.15,-90.75,113.86,-195.58,186.34,-1.54,-105.3,44.35,-19.48,4.27,-105.98,-41.36,25.2,-13.34,-106.36,81.89,41.04,12.23,-27.14,1.97,41.65,-52.06,-37.89,74.64,40.17,-77.68,-13.18,-96.29,78.74,20.68,-128.61,14.1,Upgrade
Net Cash Flow,-82.07,-26.89,0.38,-10.75,-166.29,200.71,101.02,11.25,-6.88,3.34,-19.16,27.7,-56.01,53.36,-45.11,-11.77,-7.6,53.14,-1.43,-3.75,-5.44,3.36,-71.79,54.16,-2.49,-34.13,-8.49,45.06,-0.89,16.05,-3,-16.61,3.11,-14.14,12.77,-57.87,24.75,-7.06,-0.74,7.32,Upgrade
Free Cash Flow,-89.65,142.91,138.95,-79.04,-154.64,91.84,114.27,7.13,6.27,93.5,-133.02,223.28,-242.35,54.89,59.16,-56.81,11.88,48.27,104.26,37.6,-30.24,16.15,34.57,-28.92,-43.54,-46.36,18.65,43.09,-42.53,68.11,34.89,-91.24,-37.06,63.55,25.95,38.42,-53.99,-27.75,127.87,-6.78,Upgrade
Free Cash Flow Growth,-,55.60%,21.59%,-,-,-1.78%,-,-96.81%,-,70.34%,-,-,-,13.71%,-43.26%,-,-,199.00%,201.61%,-,-,-,85.34%,-,-,-,-46.54%,-,-,7.18%,34.47%,-,-,-,-79.71%,-,-,-,-,-,Upgrade
Free Cash Flow Margin,-27.87%,45.57%,47.24%,-33.32%,-58.13%,25.15%,36.24%,2.10%,1.68%,22.11%,-48.15%,84.34%,-103.23%,18.55%,25.20%,-22.64%,4.72%,19.84%,43.84%,15.50%,-12.89%,6.09%,15.28%,-13.40%,-20.41%,-21.17%,8.81%,20.32%,-19.79%,30.25%,16.82%,-40.03%,-15.09%,27.44%,10.60%,15.39%,-21.16%,-9.46%,52.54%,-2.78%,Upgrade
Free Cash Flow Per Share,-8.08,13.04,12.33,-6.60,-12.40,7.28,9.01,0.56,0.50,7.49,-10.60,17.66,-18.79,4.29,4.61,-4.38,0.91,3.65,7.86,2.84,-2.28,1.23,2.62,-2.18,-3.25,-3.47,1.40,3.22,-3.18,5.08,2.55,-6.64,-2.70,4.66,1.90,2.82,-3.99,-2.06,9.40,-0.50,Upgrade
