Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30
Net Income,3.56,2.71,0.98,0.02,-0.45,-0.13,-0.01
Other Operating Activities,-3.65,-2.8,-1.03,-0.37,0.45,-1.53,0.01
Operating Cash Flow,-0.09,-0.09,-0.06,-0.36,0,-1.66,0
Change in Investments,0,0,0,0,0,-348.2,0
Investing Cash Flow,0,0,0,0,0,-348.2,0
Share Issuance / Repurchase,0,0,0,0,0,341.37,0
Other Financing Activities,-,-,-0.02,-,-,10.22,-
Financing Cash Flow,0,0,-0.02,0,0,351.59,0
Net Cash Flow,-0.09,-0.09,-0.07,-0.47,0,1.73,0
Free Cash Flow,-0.09,-0.09,-0.06,-0.36,0,-1.66,0
Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.01,-,-0.13,-
