Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,0.05,1.11,-0.11,-0.35,-0.02,-0.01,-0
Other Operating Activities,-0.36,-1.48,-0.07,-0.16,0.02,0.01,0
Operating Cash Flow,-0.31,-0.36,-0.18,-0.51,0,0,-
Change in Investments,0,0,0,-304.5,0,0,-
Investing Cash Flow,0,0,0,-304.5,0,0,-
Share Issuance / Repurchase,0,0,0,311.53,0,0,-
Debt Issued / Paid,0.25,0,0,-0.14,0,0,-
Other Financing Activities,-,-,-,-5.71,-,-,-
Financing Cash Flow,0.25,0,0,305.68,0,0,-
Net Cash Flow,-0.06,-0.36,-0.18,0.67,0,0,-
Free Cash Flow,-0.31,-0.36,-0.18,-0.51,0,0,-
Free Cash Flow Per Share,-0.03,-0.04,-0.00,-0.01,-,-,-
