Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,1.46,3.63,1.17,1.02,5.67,12.07,-0,-0.01
Other Operating Activities,-2,-3.95,-1.28,-1.29,-6.71,-12.11,-,0.01
Operating Cash Flow,-0.54,-0.33,-0.11,-0.27,-1.03,-0.04,-0,-0
Change in Investments,0.37,0.13,0,0,-22.84,-203,0,0
Other Investing Activities,-,-0.1,0.03,0.07,-,-,-,-
Investing Cash Flow,0.37,0.03,0.03,0.07,-22.84,-203,0,0
Share Issuance / Repurchase,0,0,0,0,22.05,196,0,0.03
Debt Issued / Paid,0,0,0,0,0,-0.3,0,0.3
Other Financing Activities,-,-,-,-,0.78,9.08,-0.02,-0.12
Financing Cash Flow,0,0,0,0,22.83,204.78,-0.02,0.21
Net Cash Flow,-0.17,-0.29,-0.08,-0.2,-1.05,1.74,-0.02,0.2
Free Cash Flow,-0.54,-0.33,-0.11,-0.27,-1.03,-0.04,-0,-0
Free Cash Flow Per Share,-0.02,-0.01,-0.00,-0.01,-0.04,-0.01,-,-
