Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Net Income,-1.17,-0.81,0.97,3.41,0.73,-1.06,0.44,-1.82,-0
Share-Based Compensation,0,0,0,0.05,0.15,0,0,0,0
Other Operating Activities,1.17,0.81,-0.97,-3.46,-0.88,1.06,-0.44,1.82,0
Change in Investments,0.03,195.38,0,24.4,0,0,0,-250,0
Investing Cash Flow,0.03,195.38,0,24.4,0,0,0,-250,0
Share Issuance / Repurchase,0,-196.12,0,-28.8,0,0,0,255.4,0
Debt Issued / Paid,-0.25,-0.47,1.45,4.4,0,-0.04,0.04,-0.5,0
Other Financing Activities,-,-,-,-,-,-,-,-4.9,-
Financing Cash Flow,-0.25,-196.59,1.45,-24.4,0,-0.04,0.04,250,0
Net Cash Flow,-0.22,-1.21,1.45,0,0,-0.04,0.04,0,0
