Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30
Net Income,-5.23,-4.8,2,3.91,-5.85,0.6,10.22,-0.01
Share-Based Compensation,0,0.22,0,0,0,0,0,0
Other Operating Activities,4.22,3.59,-2.45,-4.8,5.27,-0.93,-10.93,0.01
Operating Cash Flow,-1.01,-0.99,-0.45,-0.88,-0.58,-0.33,-0.71,0
Share Issuance / Repurchase,0,0,0,0,0,0,268.15,0
Debt Issued / Paid,1,0.79,0,0,0,0,0,0.15
Other Financing Activities,-,-,-,-,-,-0.01,-0.99,-0.15
Financing Cash Flow,1,0.79,0,0,0,-0.01,267.16,0
Net Cash Flow,-0.01,-0.2,-0.45,0.32,-0.58,-0.34,1.29,0
Free Cash Flow,-1.01,-0.99,-0.45,-0.88,-0.58,-0.33,-0.71,0
Free Cash Flow Per Share,-0.03,-0.03,-0.01,-0.03,-0.02,-0.02,-0.03,-
