Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Net Income,2.87,4.15,3.97,7.07,1.57,3.64,-4.09,-0.78
Other Operating Activities,-3.98,-4.33,-4.09,-7.39,-1.88,-3.75,3.97,0.78
Operating Cash Flow,-1.1,-0.17,-0.12,-0.32,-0.31,-0.11,-0.12,-0
Change in Investments,1.09,0,0,0,0,0,0,-400
Investing Cash Flow,1.09,0,0,0,0,0,0,-400
Share Issuance / Repurchase,0,0,0,0,0,0,0,392
Debt Issued / Paid,0,0,0,0,0,0.15,0,-0.15
Other Financing Activities,-,-,-0.01,-0.01,-0.01,-0.01,-0.02,9.29
Financing Cash Flow,0,0,-0.01,-0.01,-0.01,0.15,-0.02,401.14
Net Cash Flow,-0.02,-0.17,-0.13,-0.33,-0.32,0.04,-0.14,1.14
Free Cash Flow,-1.1,-0.17,-0.12,-0.32,-0.31,-0.11,-0.12,-0
Free Cash Flow Per Share,-0.02,-0.00,-0.00,-0.01,-0.01,-0.00,-0.00,-
